Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,6:30,3.31,0.45,0.13605,287.13,5.53,1.41,0.254862,352.52,30.79,0.55,0.017851,256.13,15.39,0.89,0.057972,277.02
August,1,7:00,5.98,0.39,0.065332,271.01,9.13,0.1,0.011307,295.25,56.9,0.55,0.009653,268.51,26.0,0.24,0.009069,264.76
August,1,7:30,10.16,0.65,0.063861,316.34,14.67,0.25,0.016908,292.85,91.79,1.12,0.012233,254.22,42.93,0.65,0.015156,283.82
August,1,8:00,30.13,0.32,0.010706,253.05,28.59,0.26,0.009163,278.51,156.29,0.95,0.006077,272.66,70.98,0.41,0.00581,276.68
August,1,8:30,46.82,0.25,0.005363,286.98,39.25,0.93,0.023712,302.77,225.14,1.77,0.007866,288.54,103.23,0.71,0.006864,280.36
August,1,9:00,66.32,0.29,0.004436,289.0,91.09,0.8,0.008729,290.63,310.57,1.96,0.006311,292.98,157.69,1.68,0.010626,286.39
August,1,9:30,79.15,0.61,0.007732,284.67,116.21,1.0,0.008567,307.11,377.18,6.4,0.016977,305.55,189.73,2.06,0.010853,278.53
August,1,10:00,96.68,0.47,0.004896,299.54,149.15,1.86,0.012482,307.72,462.27,2.69,0.005829,307.22,222.53,2.46,0.011037,290.32
August,1,10:30,118.05,0.31,0.002633,292.05,168.02,4.24,0.025256,318.96,522.93,3.46,0.006618,317.5,262.73,8.01,0.03047,296.05
August,1,11:00,132.27,0.72,0.005468,302.74,192.4,2.2,0.011438,319.11,560.59,3.06,0.005454,321.42,292.64,3.83,0.013097,298.82
August,1,11:30,135.27,1.47,0.010863,303.29,215.92,4.46,0.02067,320.05,581.52,6.86,0.0118,326.35,303.59,4.64,0.015274,301.96
August,1,12:00,149.59,2.91,0.019453,302.03,224.73,2.75,0.012255,318.22,595.02,5.83,0.009797,326.83,324.46,3.0,0.009256,308.42
August,1,12:30,162.42,4.47,0.027551,307.86,237.57,4.53,0.019065,321.44,604.14,7.99,0.013232,327.39,330.41,7.46,0.022565,301.36
August,1,13:00,164.5,2.08,0.012639,308.91,250.07,4.75,0.019002,319.0,595.42,5.98,0.010035,334.1,329.76,7.46,0.022611,308.68
August,1,13:30,164.77,0.76,0.004628,310.6,264.1,5.89,0.022301,315.73,598.31,11.6,0.019385,330.75,341.53,6.74,0.019747,307.69
August,1,14:00,158.78,1.21,0.007602,314.01,274.22,7.74,0.028244,323.86,603.6,7.51,0.012446,334.67,331.24,3.26,0.009857,306.65
August,1,14:30,162.61,2.4,0.014763,308.25,271.42,5.54,0.020415,326.63,594.66,5.26,0.00885,331.27,340.28,8.11,0.023843,312.4
August,1,15:00,156.64,1.14,0.007301,307.97,267.95,3.07,0.011449,323.59,567.68,1.43,0.002513,336.07,329.67,3.54,0.010746,304.73
August,1,15:30,157.1,1.64,0.010416,307.53,262.76,2.55,0.009697,321.6,553.2,2.05,0.003703,336.3,314.66,4.05,0.012874,304.04
August,1,16:00,153.38,0.62,0.004028,321.69,259.17,1.66,0.006423,324.19,539.73,1.38,0.002553,336.42,308.32,2.41,0.007817,311.2
August,1,16:30,141.58,0.29,0.002049,298.22,247.0,1.55,0.00629,328.14,503.32,1.27,0.002524,333.58,285.32,2.02,0.007088,312.77
August,1,17:00,133.19,1.9,0.014268,306.65,238.76,1.3,0.005437,329.56,474.03,1.69,0.003566,335.77,266.66,1.58,0.005925,309.82
August,1,17:30,114.12,1.76,0.015458,317.45,223.05,1.6,0.007156,328.27,451.88,1.23,0.002722,330.98,254.21,1.08,0.004239,309.41
August,1,18:00,104.92,0.57,0.005408,315.08,201.01,2.91,0.014492,332.7,421.17,1.91,0.004538,332.48,242.44,1.03,0.004238,308.23
August,1,18:30,87.9,0.91,0.010342,318.54,187.38,2.31,0.012355,326.56,383.6,2.16,0.005622,336.67,211.84,0.68,0.003202,320.03
August,1,19:00,66.88,0.25,0.003772,310.3,165.09,2.46,0.014874,320.44,350.26,3.05,0.008706,333.89,197.52,1.06,0.005387,312.48
August,1,19:30,55.22,0.63,0.011319,322.38,150.72,2.0,0.013284,318.69,311.88,5.81,0.018645,331.08,182.02,1.39,0.007626,317.81
August,1,20:00,42.68,0.66,0.015362,306.5,134.34,4.67,0.034763,321.52,279.65,3.23,0.011538,333.79,160.8,2.46,0.01527,312.59
August,1,20:30,36.7,1.48,0.040261,288.37,114.64,1.71,0.014926,307.55,241.38,1.48,0.006129,328.84,143.93,1.03,0.007124,302.41
August,1,21:00,27.27,0.91,0.03343,302.53,92.55,1.32,0.014257,310.49,206.85,0.77,0.00373,324.72,120.33,2.93,0.02431,307.06
August,1,21:30,20.11,0.67,0.033424,302.23,81.02,0.71,0.008734,307.88,167.95,0.44,0.002607,326.25,103.13,0.64,0.006167,313.61
August,1,22:00,16.58,0.18,0.010971,349.47,65.28,1.01,0.015473,298.89,140.0,0.5,0.003541,320.84,88.11,0.6,0.006775,304.13
August,1,22:30,12.18,1.19,0.097338,291.15,54.14,0.68,0.012467,307.03,118.99,0.39,0.003278,320.03,71.4,0.47,0.006563,304.55
August,1,23:00,9.72,0.64,0.065622,347.14,41.5,0.61,0.014638,293.78,91.07,0.22,0.002446,312.57,61.14,0.14,0.002244,306.73
August,1,23:30,6.76,0.11,0.016848,273.43,35.18,0.24,0.006787,290.09,76.82,0.13,0.001719,313.55,49.96,0.36,0.007173,296.13
August,2,0:00,3.65,0.26,0.070446,384.84,39.31,0.94,0.02389,289.07,59.48,0.62,0.010382,307.63,39.08,0.36,0.009204,291.83
August,2,0:30,3.47,0.29,0.082687,335.58,28.98,0.71,0.024432,305.26,43.57,0.25,0.005812,323.9,27.75,0.08,0.002954,309.83
August,2,1:00,3.43,0.28,0.081669,364.88,11.98,0.19,0.015616,356.28,31.83,0.43,0.013533,312.88,20.91,0.08,0.003783,306.85
August,2,1:30,3.06,0.11,0.035764,343.34,8.35,0.17,0.020262,315.12,27.32,0.19,0.006852,299.12,15.27,0.11,0.007204,354.44
August,2,2:00,2.01,0.03,0.012947,321.53,5.78,0.04,0.006834,344.99,19.03,0.38,0.019767,307.41,11.94,0.22,0.018022,336.04
August,2,2:30,1.69,0.0,0.000736,375.47,3.6,0.01,0.001634,384.26,14.16,0.23,0.01627,326.52,7.86,0.42,0.052802,392.95
August,2,3:00,1.84,0.0,0.002575,357.29,5.32,0.01,0.001111,429.03,13.21,0.62,0.047231,335.02,2.92,0.12,0.040889,400.82
August,2,3:30,1.82,0.02,0.010853,465.47,2.8,0.0,1.5e-05,312.61,9.36,0.01,0.001149,363.62,0.68,0.02,0.031121,355.41
August,2,4:00,1.73,0.02,0.013499,392.32,2.83,0.01,0.002304,355.0,9.93,0.04,0.004311,402.73,0.43,0.01,0.025608,372.14
August,2,4:30,1.76,0.02,0.012215,337.61,2.8,0.01,0.002367,325.35,7.5,0.05,0.006558,385.77,0.27,0.01,0.023543,350.57
August,2,5:00,2.07,0.02,0.012034,309.51,3.23,0.0,0.001326,416.39,10.73,0.02,0.001656,359.06,0.71,0.01,0.012965,345.45
August,2,5:30,2.33,0.04,0.016453,314.25,3.28,0.04,0.012204,290.43,10.89,0.05,0.004348,282.28,0.69,0.01,0.008614,305.93
August,2,6:00,3.44,0.08,0.022389,292.91,4.66,0.07,0.014078,329.12,18.53,0.05,0.002739,265.94,6.1,0.2,0.033185,247.78
August,2,6:30,2.37,0.19,0.08163,290.87,5.77,0.84,0.144681,346.35,27.67,0.71,0.025656,253.35,12.21,0.46,0.037579,271.88
August,2,7:00,5.01,0.19,0.038172,270.72,9.96,0.06,0.00612,287.19,48.55,0.66,0.013552,271.4,20.02,0.09,0.004665,273.13
August,2,7:30,7.61,0.38,0.050277,338.43,15.01,0.41,0.027296,284.45,78.26,1.33,0.016969,256.2,35.29,0.45,0.012701,282.83
August,2,8:00,15.88,0.16,0.010132,251.23,28.61,0.16,0.005641,280.57,122.09,1.14,0.009362,274.03,53.32,0.52,0.00974,278.29
August,2,8:30,21.69,0.12,0.005427,290.97,41.69,0.53,0.012671,299.69,174.64,1.63,0.009305,284.44,75.0,0.42,0.005579,288.9
August,2,9:00,29.42,0.08,0.002849,287.17,90.93,0.54,0.005896,295.04,231.41,1.66,0.007182,294.52,107.36,1.0,0.009352,292.65
August,2,9:30,35.82,0.22,0.006065,294.63,113.81,0.47,0.004145,309.49,279.3,2.99,0.010703,297.87,126.92,1.04,0.008182,278.18
August,2,10:00,39.24,0.1,0.002531,301.84,144.77,1.02,0.007067,304.61,338.68,1.89,0.005594,301.56,151.99,1.79,0.011794,289.35
August,2,10:30,52.23,0.09,0.001673,282.02,161.87,2.64,0.016283,317.27,385.72,1.97,0.005115,310.31,182.76,5.7,0.031212,299.41
August,2,11:00,49.79,0.25,0.005055,297.76,179.28,1.53,0.008561,315.16,414.2,1.58,0.00381,316.67,196.88,2.74,0.013897,296.22
August,2,11:30,53.46,0.3,0.00559,302.02,208.67,3.19,0.015293,315.02,452.94,3.28,0.007231,319.73,210.52,2.58,0.012265,299.13
August,2,12:00,73.39,0.87,0.011825,296.79,223.01,2.09,0.009355,312.42,480.46,2.71,0.005643,318.05,229.77,1.81,0.007883,300.51
August,2,12:30,80.48,1.5,0.018694,303.3,248.05,4.34,0.01751,315.11,483.6,4.58,0.009466,319.32,231.97,3.14,0.013549,297.41
August,2,13:00,96.07,1.77,0.018468,310.33,274.99,3.46,0.012585,309.18,498.44,4.25,0.008522,329.98,229.6,3.86,0.016811,304.5
August,2,13:30,99.45,0.71,0.007108,299.28,283.99,4.31,0.015184,309.24,501.76,7.92,0.015788,326.19,246.67,3.4,0.013786,308.98
August,2,14:00,102.67,0.69,0.006756,309.28,305.72,5.13,0.016784,318.23,504.92,4.33,0.008567,331.04,239.61,2.02,0.008442,303.75
August,2,14:30,104.02,1.64,0.015748,304.62,295.5,3.56,0.012045,318.0,494.78,3.33,0.006736,325.96,248.93,4.2,0.016874,307.09
August,2,15:00,97.48,0.84,0.008629,305.04,307.96,1.73,0.005627,319.45,498.28,1.28,0.002566,328.89,232.67,1.72,0.007407,306.25
August,2,15:30,102.23,1.54,0.015097,300.42,316.58,2.51,0.007919,318.72,480.72,1.91,0.003981,330.4,243.89,3.96,0.016256,304.84
August,2,16:00,98.84,0.34,0.003395,308.82,302.59,1.47,0.004862,314.43,475.31,1.39,0.002924,329.62,227.98,1.57,0.006878,312.49
August,2,16:30,95.39,0.24,0.002511,293.47,295.86,1.55,0.005233,314.49,459.34,1.75,0.003816,331.41,227.38,2.35,0.010314,311.72
August,2,17:00,86.79,0.8,0.009176,300.16,285.85,1.65,0.005776,322.78,428.57,1.33,0.003093,332.46,212.11,1.05,0.004954,309.04
August,2,17:30,77.85,0.84,0.010777,296.41,267.26,1.74,0.006492,324.4,403.1,1.07,0.002642,325.15,202.29,0.99,0.004875,308.85
August,2,18:00,60.87,0.31,0.005092,309.81,246.16,2.4,0.009753,321.61,365.75,1.38,0.003771,329.43,191.12,1.02,0.005328,308.08
August,2,18:30,51.16,0.57,0.011148,297.46,217.24,2.22,0.010208,319.02,339.11,1.56,0.004596,329.12,175.66,0.83,0.004747,311.66
August,2,19:00,40.45,0.14,0.00351,299.17,195.27,2.37,0.012117,309.08,310.88,1.72,0.005531,330.6,160.26,0.85,0.005289,305.62
August,2,19:30,37.7,0.44,0.011631,301.24,181.67,1.6,0.008801,317.67,276.38,3.14,0.011369,329.11,157.97,1.38,0.008716,316.59
August,2,20:00,33.38,0.57,0.017112,301.44,164.08,2.83,0.017229,317.11,255.4,2.06,0.008066,328.08,142.2,2.55,0.017936,317.38
August,2,20:30,27.76,0.92,0.033288,295.99,139.45,1.33,0.009553,304.74,233.24,1.24,0.005316,325.86,126.69,0.9,0.007103,303.51
August,2,21:00,22.98,0.9,0.03938,293.96,125.39,1.04,0.00833,309.6,202.7,0.45,0.002233,322.26,101.18,1.89,0.018719,309.73
August,2,21:30,17.49,0.31,0.017642,319.57,105.7,0.85,0.008072,308.93,172.53,0.57,0.003299,319.33,90.75,0.45,0.004945,316.81
August,2,22:00,15.69,0.16,0.010093,306.39,92.01,0.78,0.008434,302.94,147.46,0.4,0.002723,319.28,83.59,0.83,0.00988,308.41
August,2,22:30,14.06,1.83,0.129956,283.74,77.83,0.91,0.011721,300.23,127.86,0.73,0.005716,314.32,68.4,0.44,0.006502,306.98
August,2,23:00,9.04,0.62,0.069061,354.14,64.36,0.5,0.007707,279.94,101.14,0.26,0.002607,313.14,54.96,0.19,0.003424,307.66
August,2,23:30,7.7,0.24,0.031602,283.16,55.13,0.22,0.004075,287.53,82.73,0.22,0.0027,313.52,51.34,0.36,0.006978,306.05
August,3,0:00,4.94,0.04,0.008725,382.14,26.72,0.66,0.024627,337.2,61.62,0.39,0.006259,322.29,43.37,0.28,0.006531,311.93
August,3,0:30,3.16,0.03,0.009738,313.6,19.71,0.09,0.004515,309.2,46.11,0.11,0.00228,316.2,32.2,0.12,0.003834,329.34
August,3,1:00,2.6,0.03,0.011675,385.4,9.82,0.09,0.009262,353.36,34.91,0.31,0.008931,318.06,22.39,0.04,0.001917,352.77
August,3,1:30,1.64,0.03,0.015483,359.92,6.04,0.09,0.015206,364.88,24.96,0.28,0.011232,323.53,18.53,0.22,0.011668,349.28
August,3,2:00,2.02,0.02,0.009837,425.88,5.14,0.03,0.005786,304.49,16.53,0.36,0.022024,296.08,11.89,0.4,0.033824,335.85
August,3,2:30,1.85,0.0,0.001774,390.62,4.39,0.02,0.00394,372.97,15.2,0.51,0.03324,314.45,10.16,0.3,0.02924,345.91
August,3,3:00,1.38,0.01,0.009833,364.48,3.27,0.03,0.009926,353.53,12.09,0.55,0.045776,327.04,4.94,0.21,0.041586,411.22
August,3,3:30,1.59,0.05,0.033416,368.15,2.74,0.0,3.7e-05,345.41,10.6,0.03,0.00277,325.27,3.43,0.11,0.031124,334.57
August,3,4:00,1.56,0.06,0.040853,370.57,2.6,0.02,0.009179,302.77,9.82,0.07,0.007022,325.56,3.63,0.16,0.042753,332.89
August,3,4:30,1.82,0.06,0.034537,349.49,2.37,0.01,0.005707,292.86,9.28,0.07,0.007428,317.34,4.82,0.25,0.051211,288.57
August,3,5:00,1.83,0.06,0.030883,340.81,2.29,0.01,0.003197,363.8,11.45,0.06,0.005443,345.25,4.1,0.1,0.023436,320.34
August,3,5:30,2.46,0.09,0.038317,358.08,3.86,0.04,0.010653,336.18,15.21,0.34,0.022563,288.06,4.09,0.05,0.011887,300.09
August,3,6:00,2.88,0.06,0.019469,280.93,4.0,0.1,0.026007,280.23,25.0,0.06,0.002273,275.09,14.6,0.18,0.012609,235.91
August,3,6:30,3.77,0.61,0.161444,280.68,7.09,2.0,0.282912,381.44,44.09,0.68,0.015489,269.06,25.64,0.98,0.03832,263.76
August,3,7:00,8.76,0.5,0.057266,266.21,23.48,0.24,0.010264,270.23,79.06,0.32,0.004025,259.49,42.06,0.29,0.006894,263.61
August,3,7:30,15.69,0.8,0.051206,326.86,38.72,1.19,0.030822,284.02,127.18,1.31,0.010308,255.95,69.27,0.65,0.009446,271.0
August,3,8:00,46.56,0.47,0.01019,274.49,76.3,0.45,0.005941,278.63,245.69,0.98,0.00397,284.65,130.07,0.58,0.004425,270.42
August,3,8:30,79.56,1.16,0.014521,306.21,119.34,1.41,0.011803,298.65,373.86,1.33,0.003556,298.34,193.78,2.1,0.010812,285.94
August,3,9:00,125.61,0.79,0.006298,306.45,191.57,0.56,0.002915,299.46,524.5,1.71,0.003266,308.47,302.2,1.42,0.004713,288.47
August,3,9:30,164.24,1.04,0.006361,315.13,243.03,1.25,0.005163,317.35,675.6,5.96,0.008826,316.23,372.79,5.69,0.015269,298.82
August,3,10:00,196.99,0.85,0.004297,312.91,308.86,1.71,0.005546,319.17,792.97,5.43,0.006848,321.05,450.73,5.59,0.012412,305.18
August,3,10:30,218.3,0.98,0.004475,309.53,342.04,6.14,0.017938,332.73,876.34,10.38,0.01184,330.14,501.06,12.28,0.024515,311.67
August,3,11:00,227.71,0.61,0.002665,314.04,378.99,3.44,0.00907,334.83,946.91,5.54,0.00585,335.46,536.89,5.83,0.010861,314.32
August,3,11:30,235.8,0.7,0.002983,320.87,407.3,6.34,0.015565,335.67,979.05,9.56,0.009769,339.36,562.65,7.36,0.013081,316.38
August,3,12:00,236.98,1.4,0.005903,315.75,438.55,3.04,0.006924,335.39,1004.45,10.09,0.010042,339.49,601.69,8.12,0.013491,317.47
August,3,12:30,243.06,1.59,0.006541,313.96,448.9,6.78,0.015095,341.25,1002.27,15.37,0.015339,341.71,597.37,10.49,0.017562,317.22
August,3,13:00,242.55,1.62,0.00667,316.98,468.78,4.3,0.009176,336.54,987.27,6.37,0.006455,344.9,604.86,10.29,0.017008,319.91
August,3,13:30,239.74,1.04,0.004355,319.87,481.32,7.88,0.016376,336.32,994.53,12.85,0.012926,347.39,606.7,8.88,0.014637,320.04
August,3,14:00,243.17,1.3,0.005358,322.8,506.6,6.05,0.011936,334.46,1010.82,10.11,0.009998,349.54,633.67,8.53,0.013466,316.82
August,3,14:30,251.75,2.59,0.010299,324.95,504.52,6.95,0.01377,338.62,1012.33,20.63,0.020378,348.67,638.83,14.19,0.022207,324.47
August,3,15:00,243.54,2.04,0.008385,319.51,503.94,3.67,0.007281,340.07,1019.35,8.91,0.008745,348.32,632.17,8.55,0.01353,323.75
August,3,15:30,247.63,2.21,0.008942,322.32,503.66,3.1,0.006162,336.9,1002.04,7.26,0.007245,350.74,623.01,9.37,0.015042,322.61
August,3,16:00,239.25,0.88,0.003699,328.25,503.66,2.39,0.004748,339.8,1004.08,4.13,0.004111,350.05,629.51,4.17,0.006629,326.76
August,3,16:30,233.44,0.54,0.00232,319.07,487.73,3.11,0.006369,345.81,961.57,3.65,0.003798,349.92,613.83,4.77,0.007766,328.28
August,3,17:00,205.5,1.26,0.006112,322.95,460.79,2.41,0.005237,342.67,915.59,5.12,0.005592,347.48,578.87,4.04,0.00698,329.63
August,3,17:30,187.39,1.24,0.006643,319.38,437.11,2.21,0.005054,344.51,846.39,5.69,0.006717,349.4,542.6,5.17,0.009537,325.01
August,3,18:00,156.85,0.82,0.005254,317.07,398.95,3.05,0.007651,342.87,783.19,8.67,0.011067,349.85,493.75,2.5,0.005058,328.89
August,3,18:30,142.38,1.15,0.008066,325.27,372.02,3.28,0.008827,339.46,695.06,4.37,0.006283,348.66,436.41,1.87,0.004296,326.16
August,3,19:00,97.75,0.44,0.004475,327.64,328.89,3.35,0.010177,341.56,610.03,5.43,0.008895,350.07,402.29,3.79,0.009426,317.85
August,3,19:30,77.68,0.99,0.012728,323.91,304.2,2.19,0.007211,330.61,549.82,8.15,0.014828,350.13,368.08,7.43,0.020197,326.34
August,3,20:00,59.33,0.74,0.012546,320.96,273.7,5.12,0.018699,336.15,480.15,6.42,0.013376,349.79,321.06,7.91,0.024631,318.5
August,3,20:30,49.45,1.26,0.025514,315.01,224.11,2.82,0.012598,325.05,407.73,2.33,0.005722,343.49,273.47,3.49,0.012744,313.09
August,3,21:00,37.2,1.03,0.027606,318.66,182.62,1.8,0.009873,323.83,340.43,0.78,0.002278,340.73,227.1,7.45,0.032811,323.75
August,3,21:30,28.03,0.46,0.016424,313.54,157.83,1.03,0.006551,329.68,292.33,0.74,0.002529,341.41,189.72,2.33,0.012302,325.42
August,3,22:00,23.1,0.12,0.005095,321.24,123.17,0.83,0.006741,316.52,233.55,1.03,0.004391,333.36,157.94,1.34,0.008516,323.68
August,3,22:30,15.61,2.12,0.135776,306.65,97.86,0.58,0.005876,307.05,183.3,0.5,0.002722,326.33,131.6,0.7,0.005282,315.97
August,3,23:00,14.09,0.73,0.051444,338.67,77.33,0.51,0.006536,304.32,140.81,0.21,0.00151,318.68,103.83,0.46,0.004426,321.06
August,3,23:30,10.47,0.2,0.018858,300.45,60.11,0.25,0.004168,293.61,108.12,0.21,0.001964,325.71,78.09,0.53,0.006782,310.37
August,4,0:00,4.96,0.04,0.008725,396.6,34.63,0.37,0.01057,315.24,74.15,0.35,0.004704,326.98,51.86,0.46,0.008823,315.6
August,4,0:30,3.65,0.04,0.009738,292.88,25.17,0.17,0.006896,304.91,52.24,0.1,0.001965,331.25,36.87,0.07,0.002021,332.26
August,4,1:00,2.27,0.03,0.011675,386.99,12.19,0.13,0.010584,344.34,39.4,0.24,0.006044,336.11,29.44,0.06,0.001917,350.51
August,4,1:30,1.96,0.08,0.039292,332.86,7.47,0.11,0.015206,340.19,27.55,0.26,0.009273,313.92,20.4,0.25,0.012431,345.31
August,4,2:00,1.85,0.04,0.021741,395.4,5.84,0.05,0.008054,324.61,19.23,0.33,0.017372,297.49,14.49,0.49,0.033875,332.96
August,4,2:30,1.74,0.0,0.001774,311.56,4.65,0.02,0.00394,377.45,17.95,0.32,0.017735,294.98,10.33,0.15,0.014656,332.38
August,4,3:00,1.44,0.01,0.00621,391.73,3.99,0.01,0.00268,364.45,12.85,0.51,0.04,309.38,2.75,0.07,0.024618,406.04
August,4,3:30,1.4,0.1,0.073789,396.52,3.82,0.0,3.7e-05,293.05,12.43,0.06,0.005038,320.0,0.81,0.01,0.017034,356.54
August,4,4:00,1.66,0.11,0.065698,410.96,2.88,0.02,0.005556,295.18,9.74,0.09,0.009242,329.54,0.7,0.01,0.019708,339.77
August,4,4:30,2.03,0.09,0.043854,382.59,2.95,0.02,0.005707,265.45,10.48,0.09,0.009015,312.6,0.91,0.02,0.027179,307.31
August,4,5:00,2.53,0.06,0.024671,382.04,2.57,0.01,0.003197,361.74,11.5,0.08,0.006639,311.13,0.73,0.01,0.014119,304.7
August,4,5:30,3.55,0.06,0.016578,420.32,3.38,0.06,0.018589,315.69,14.76,0.24,0.016061,302.43,1.24,0.01,0.005515,294.55
August,4,6:00,3.92,0.08,0.019469,298.51,4.7,0.12,0.024557,296.9,28.23,0.21,0.007543,262.09,14.52,0.12,0.008082,232.96
August,4,6:30,5.83,0.89,0.152153,278.06,7.67,2.07,0.269532,358.88,47.14,0.88,0.018665,255.53,24.34,0.97,0.039962,255.95
August,4,7:00,10.43,0.67,0.063927,274.1,24.63,0.32,0.013121,266.13,84.78,0.44,0.005159,262.99,43.52,0.27,0.006173,267.98
August,4,7:30,16.85,0.91,0.05374,334.74,38.59,1.09,0.028332,290.21,134.98,1.69,0.012511,263.12,74.92,0.51,0.006816,273.55
August,4,8:00,44.54,0.45,0.010002,269.99,78.09,0.5,0.006436,279.39,248.0,1.14,0.004577,287.41,129.1,0.64,0.004993,273.32
August,4,8:30,72.03,1.05,0.014524,301.89,127.48,1.36,0.010702,300.86,355.95,1.26,0.003537,301.57,194.87,1.55,0.007956,289.58
August,4,9:00,107.62,0.89,0.008271,312.29,182.24,0.63,0.003432,298.04,516.26,1.65,0.003198,309.37,281.85,1.01,0.003596,289.71
August,4,9:30,138.81,0.95,0.006825,317.08,233.02,1.6,0.006885,317.81,646.09,4.68,0.007251,316.23,349.24,3.84,0.010989,299.54
August,4,10:00,162.9,0.78,0.004779,312.14,288.62,1.54,0.005328,315.82,753.12,3.87,0.005133,321.43,420.83,4.11,0.009761,304.21
August,4,10:30,183.37,0.69,0.003781,311.22,321.65,5.14,0.015982,329.1,835.47,9.44,0.011295,330.87,461.34,10.55,0.022869,307.61
August,4,11:00,195.04,0.78,0.004015,316.96,357.1,2.76,0.007731,331.27,901.0,4.98,0.005529,335.07,496.34,5.12,0.010321,315.36
August,4,11:30,204.0,0.81,0.003995,320.93,387.76,5.21,0.013428,333.24,937.98,7.11,0.007584,338.21,528.63,5.57,0.010544,315.21
August,4,12:00,207.15,1.12,0.005392,315.96,402.36,2.37,0.00588,337.65,940.81,7.68,0.008159,338.72,549.82,5.58,0.010151,315.35
August,4,12:30,207.87,1.74,0.008394,315.69,416.59,4.99,0.011987,340.32,940.81,14.43,0.015338,341.38,551.37,8.92,0.016169,317.7
August,4,13:00,208.77,1.2,0.005772,318.02,437.69,3.77,0.008607,336.01,941.16,5.46,0.0058,342.82,561.06,10.06,0.017933,318.55
August,4,13:30,205.27,0.69,0.003351,323.45,439.36,5.96,0.013562,335.6,940.13,10.18,0.010827,342.68,546.24,9.13,0.016708,322.67
August,4,14:00,216.09,0.76,0.003508,321.87,469.77,4.49,0.009562,333.44,959.3,7.23,0.007536,345.72,572.03,7.04,0.012308,318.71
August,4,14:30,218.92,1.23,0.005625,323.32,480.9,4.38,0.009112,341.44,959.54,11.76,0.012254,348.77,558.77,10.15,0.018156,324.4
August,4,15:00,214.83,1.09,0.00506,321.44,477.92,2.37,0.004951,336.3,956.11,5.8,0.006066,348.6,558.45,6.21,0.011118,324.04
August,4,15:30,214.15,1.53,0.007128,320.89,468.44,2.87,0.006133,339.3,943.62,6.39,0.006774,349.55,554.26,8.02,0.014474,320.68
August,4,16:00,218.99,1.09,0.00496,327.04,464.83,2.2,0.004732,342.46,919.58,3.5,0.003807,349.9,560.14,3.67,0.006547,323.69
August,4,16:30,205.66,0.31,0.001507,325.91,447.94,2.05,0.004569,343.44,901.45,3.37,0.003739,347.67,538.97,3.64,0.006762,325.76
August,4,17:00,184.22,0.87,0.004705,322.62,423.84,2.36,0.005561,344.72,863.95,4.81,0.005571,348.77,496.95,3.16,0.006363,326.37
