,Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT
167,April,4,11:30:00,0.8883,990.0,5.0,0.0051,341.55
168,April,4,12:00:00,0.9899,990.0,2.0,0.002,334.53
169,April,4,12:30:00,0.9694,980.0,0.0,0.0,343.53
170,April,4,13:00:00,0.9584,939.0,2.0,0.0021,338.89
171,April,4,13:30:00,0.8707,1031.0,2.0,0.0019,354.86
172,April,4,14:00:00,0.9333,1060.0,11.0,0.0104,340.04
173,April,4,14:30:00,0.7186,1048.0,14.0,0.0134,352.02
174,April,4,15:00:00,0.9246,1068.0,7.0,0.0066,349.36
175,April,4,15:30:00,0.9911,1007.0,0.0,0.0,356.66
176,April,4,16:00:00,0.9979,970.0,2.0,0.0021,349.67
177,April,4,16:30:00,0.9989,898.0,2.0,0.0022,353.43
178,April,4,17:00:00,0.9932,882.0,2.0,0.0023,350.24
179,April,4,17:30:00,0.9861,792.0,2.0,0.0025,343.56
180,April,4,18:00:00,0.9928,695.0,0.0,0.0,349.48
181,April,4,18:30:00,0.9984,630.0,1.0,0.0016,341.08
182,April,4,19:00:00,0.9822,563.0,2.0,0.0036,352.54
183,April,4,19:30:00,0.9728,479.0,1.0,0.0021,353.83
184,April,4,20:00:00,0.9947,379.0,1.0,0.0026,336.62
185,April,4,20:30:00,0.9971,346.0,0.0,0.0,329.32
186,April,4,21:00:00,1.0,248.0,0.0,0.0,371.01
187,April,4,21:30:00,1.0,208.0,0.0,0.0,308.03
188,April,4,22:00:00,1.0,195.0,0.0,0.0,319.23
189,April,4,22:30:00,1.0,138.0,0.0,0.0,338.71
190,April,4,23:00:00,1.0,107.0,0.0,0.0,344.71
191,April,4,23:30:00,1.0,93.0,0.0,0.0,301.96
192,April,5,00:00:00,1.0,78.0,0.0,0.0,269.54
193,April,5,00:30:00,1.0,69.0,0.0,0.0,293.0
194,April,5,01:00:00,1.0,38.0,0.0,0.0,385.97
195,April,5,01:30:00,0.9706,36.0,2.0,0.0556,283.59
196,April,5,02:00:00,0.9545,22.0,0.0,0.0,368.82
197,April,5,02:30:00,1.0,12.0,0.0,0.0,309.67
198,April,5,03:00:00,1.0,15.0,5.0,0.3333,517.1
199,April,5,03:30:00,0.9167,12.0,0.0,0.0,409.42
200,April,5,04:00:00,1.0,7.0,0.0,0.0,573.86
201,April,5,04:30:00,0.9,10.0,0.0,0.0,364.8
202,April,5,05:00:00,1.0,14.0,0.0,0.0,722.86
203,April,5,05:30:00,1.0,12.0,0.0,0.0,267.08
204,April,5,06:00:00,1.0,11.0,0.0,0.0,189.73
205,April,5,06:30:00,1.0,46.0,0.0,0.0,365.87
206,April,5,07:00:00,1.0,41.0,,,
207,April,5,07:30:00,0.9885,87.0,,,
208,April,5,08:00:00,0.9796,148.0,1.0,0.0068,256.01
209,April,5,08:30:00,0.9957,235.0,0.0,0.0,307.25
210,April,5,09:00:00,1.0,316.0,0.0,0.0,327.07
211,April,5,09:30:00,1.0,357.0,0.0,0.0,332.31
212,April,5,10:00:00,0.9959,492.0,0.0,0.0,294.87
213,April,5,10:30:00,0.9914,582.0,3.0,0.0052,323.9
214,April,5,11:00:00,0.9968,617.0,0.0,0.0,318.27
215,April,5,11:30:00,1.0,640.0,0.0,0.0,313.43
216,April,5,12:00:00,0.9941,682.0,0.0,0.0,337.86
217,April,5,12:30:00,0.9911,677.0,1.0,0.0015,337.78
218,April,5,13:00:00,0.9798,645.0,0.0,0.0,346.52
219,April,5,13:30:00,0.9791,671.0,2.0,0.003,322.61
220,April,5,14:00:00,0.8535,672.0,10.0,0.0149,336.54
221,April,5,14:30:00,0.9223,671.0,2.0,0.003,337.32
222,April,5,15:00:00,0.9439,681.0,4.0,0.0059,368.15
223,April,5,15:30:00,0.9839,622.0,0.0,0.0,358.34
224,April,5,16:00:00,1.0,559.0,1.0,0.0018,355.25
225,April,5,16:30:00,0.9928,558.0,0.0,0.0,330.36
226,April,5,17:00:00,0.9982,546.0,1.0,0.0018,336.69
227,April,5,17:30:00,0.9922,511.0,1.0,0.002,351.98
228,April,5,18:00:00,0.978,500.0,1.0,0.002,337.03
229,April,5,18:30:00,0.9951,409.0,0.0,0.0,325.19
230,April,5,19:00:00,0.9535,410.0,1.0,0.0024,357.52
231,April,5,19:30:00,0.9937,318.0,0.0,0.0,338.04
232,April,5,20:00:00,1.0,301.0,0.0,0.0,332.35
233,April,5,20:30:00,0.9957,233.0,1.0,0.0043,314.65
234,April,5,21:00:00,1.0,197.0,1.0,0.0051,319.89
235,April,5,21:30:00,0.9879,165.0,0.0,0.0,345.07
236,April,5,22:00:00,0.994,167.0,0.0,0.0,341.35
237,April,5,22:30:00,1.0,117.0,0.0,0.0,362.03
238,April,5,23:00:00,1.0,101.0,0.0,0.0,299.09
239,April,5,23:30:00,1.0,91.0,0.0,0.0,300.89
240,April,6,00:00:00,1.0,75.0,0.0,0.0,300.03
241,April,6,00:30:00,1.0,47.0,0.0,0.0,336.11
242,April,6,01:00:00,1.0,35.0,0.0,0.0,290.4
243,April,6,01:30:00,1.0,21.0,0.0,0.0,233.57
244,April,6,02:00:00,0.7917,25.0,1.0,0.04,284.75
245,April,6,02:30:00,1.0,12.0,0.0,0.0,374.92
246,April,6,03:00:00,1.0,14.0,0.0,0.0,333.5
247,April,6,03:30:00,1.0,9.0,0.0,0.0,406.22
248,April,6,04:00:00,1.0,12.0,0.0,0.0,564.75
249,April,6,04:30:00,1.0,5.0,0.0,0.0,312.8
250,April,6,05:00:00,1.0,8.0,0.0,0.0,798.0
251,April,6,05:30:00,1.0,8.0,0.0,0.0,321.5
252,April,6,06:00:00,1.0,13.0,1.0,0.0769,192.58
253,April,6,06:30:00,0.9583,24.0,0.0,0.0,337.13
254,April,6,07:00:00,1.0,32.0,0.0,0.0,235.38
255,April,6,07:30:00,1.0,52.0,0.0,0.0,266.75
256,April,6,08:00:00,1.0,85.0,0.0,0.0,242.13
257,April,6,08:30:00,1.0,121.0,0.0,0.0,283.39
258,April,6,09:00:00,1.0,171.0,0.0,0.0,272.75
259,April,6,09:30:00,1.0,238.0,0.0,0.0,294.74
260,April,6,10:00:00,1.0,274.0,1.0,0.0036,273.23
261,April,6,10:30:00,1.0,339.0,1.0,0.0029,294.3
262,April,6,11:00:00,0.989,363.0,0.0,0.0,330.07
263,April,6,11:30:00,1.0,398.0,0.0,0.0,319.79
264,April,6,12:00:00,0.9953,428.0,1.0,0.0023,323.78
265,April,6,12:30:00,1.0,441.0,1.0,0.0023,314.45
266,April,6,13:00:00,1.0,444.0,2.0,0.0045,331.83
267,April,6,13:30:00,1.0,418.0,0.0,0.0,338.08
268,April,6,14:00:00,0.9956,460.0,1.0,0.0022,297.71
269,April,6,14:30:00,1.0,473.0,0.0,0.0,323.47
270,April,6,15:00:00,1.0,471.0,0.0,0.0,328.21
271,April,6,15:30:00,1.0,423.0,0.0,0.0,338.21
272,April,6,16:00:00,1.0,462.0,0.0,0.0,303.84
273,April,6,16:30:00,1.0,407.0,0.0,0.0,322.67
274,April,6,17:00:00,0.9973,377.0,2.0,0.0053,305.75
275,April,6,17:30:00,1.0,378.0,0.0,0.0,316.59
276,April,6,18:00:00,0.9891,366.0,0.0,0.0,337.44
277,April,6,18:30:00,0.9441,327.0,5.0,0.0153,324.93
278,April,6,19:00:00,0.9965,288.0,0.0,0.0,306.96
279,April,6,19:30:00,1.0,244.0,0.0,0.0,319.88
280,April,6,20:00:00,0.9958,242.0,2.0,0.0083,322.16
281,April,6,20:30:00,1.0,193.0,0.0,0.0,285.89
282,April,6,21:00:00,0.988,167.0,0.0,0.0,317.74
283,April,6,21:30:00,1.0,147.0,0.0,0.0,287.99
284,April,6,22:00:00,0.9933,149.0,0.0,0.0,286.95
285,April,6,22:30:00,0.9895,95.0,0.0,0.0,330.27
286,April,6,23:00:00,1.0,86.0,0.0,0.0,365.01
287,April,6,23:30:00,1.0,74.0,1.0,0.0135,301.44
288,April,7,00:00:00,1.0,52.0,2.0,0.0385,335.06
289,April,7,00:30:00,1.0,37.0,0.0,0.0,327.16
290,April,7,01:00:00,1.0,25.0,0.0,0.0,267.44
291,April,7,01:30:00,1.0,24.0,0.0,0.0,423.79
292,April,7,02:00:00,0.8667,15.0,0.0,0.0,272.33
293,April,7,02:30:00,0.7143,16.0,2.0,0.125,235.21
294,April,7,03:00:00,1.0,11.0,0.0,0.0,273.64
295,April,7,03:30:00,1.0,6.0,0.0,0.0,379.33
296,April,7,04:00:00,1.0,7.0,0.0,0.0,294.0
297,April,7,04:30:00,1.0,12.0,0.0,0.0,268.42
298,April,7,05:00:00,1.0,10.0,0.0,0.0,167.7
299,April,7,05:30:00,1.0,9.0,0.0,0.0,185.11
300,April,7,06:00:00,0.9333,15.0,0.0,0.0,317.27
301,April,7,06:30:00,1.0,30.0,0.0,0.0,265.8
302,April,7,07:00:00,1.0,61.0,0.0,0.0,309.07
303,April,7,07:30:00,1.0,117.0,0.0,0.0,272.64
304,April,7,08:00:00,1.0,202.0,0.0,0.0,285.73
305,April,7,08:30:00,0.9968,315.0,0.0,0.0,288.88
306,April,7,09:00:00,1.0,476.0,1.0,0.0021,291.92
307,April,7,09:30:00,0.9956,678.0,0.0,0.0,302.31
308,April,7,10:00:00,0.9882,854.0,3.0,0.0035,320.97
309,April,7,10:30:00,0.9723,940.0,1.0,0.0011,339.12
310,April,7,11:00:00,0.9936,945.0,2.0,0.0021,357.12
311,April,7,11:30:00,0.9822,1016.0,3.0,0.003,354.26
312,April,7,12:00:00,0.9816,1089.0,1.0,0.0009,344.26
313,April,7,12:30:00,0.9776,1165.0,2.0,0.0017,341.47
314,April,7,13:00:00,0.987,1156.0,4.0,0.0035,359.19
315,April,7,13:30:00,0.9913,1041.0,2.0,0.0019,357.29
316,April,7,14:00:00,0.9543,1165.0,6.0,0.0052,342.41
317,April,7,14:30:00,0.9884,1126.0,2.0,0.0018,344.5
318,April,7,15:00:00,0.9935,1078.0,1.0,0.0009,356.84
319,April,7,15:30:00,0.9944,1080.0,2.0,0.0019,357.69
320,April,7,16:00:00,0.9926,1076.0,0.0,0.0,350.22
321,April,7,16:30:00,0.9943,1059.0,1.0,0.0009,363.76
322,April,7,17:00:00,0.9949,980.0,2.0,0.002,341.07
323,April,7,17:30:00,0.9923,913.0,4.0,0.0044,351.66
324,April,7,18:00:00,0.9774,885.0,0.0,0.0,356.42
325,April,7,18:30:00,0.9786,748.0,2.0,0.0027,353.79
326,April,7,19:00:00,0.9856,628.0,1.0,0.0016,358.16
327,April,7,19:30:00,0.9607,588.0,3.0,0.0051,379.0
328,April,7,20:00:00,0.9881,504.0,1.0,0.002,368.14
329,April,7,20:30:00,0.9927,412.0,0.0,0.0,352.75
330,April,7,21:00:00,1.0,365.0,0.0,0.0,369.44
331,April,7,21:30:00,0.9962,265.0,1.0,0.0038,370.26
332,April,7,22:00:00,1.0,206.0,0.0,0.0,333.33
333,April,7,22:30:00,1.0,179.0,1.0,0.0056,346.9
334,April,7,23:00:00,0.9934,151.0,0.0,0.0,337.8
335,April,7,23:30:00,1.0,104.0,0.0,0.0,277.63
336,April,8,00:00:00,1.0,69.0,0.0,0.0,322.3
337,April,8,00:30:00,0.9792,48.0,0.0,0.0,326.21
338,April,8,01:00:00,1.0,42.0,0.0,0.0,338.71
339,April,8,01:30:00,1.0,27.0,1.0,0.037,305.12
340,April,8,02:00:00,0.963,29.0,2.0,0.069,261.7
341,April,8,02:30:00,1.0,17.0,0.0,0.0,206.53
342,April,8,03:00:00,1.0,12.0,0.0,0.0,289.0
343,April,8,03:30:00,1.0,11.0,0.0,0.0,264.82
344,April,8,04:00:00,1.0,11.0,1.0,0.0909,289.7
345,April,8,04:30:00,1.0,13.0,0.0,0.0,457.38
346,April,8,05:00:00,1.0,7.0,0.0,0.0,407.86
347,April,8,05:30:00,1.0,16.0,0.0,0.0,348.38
348,April,8,06:00:00,1.0,24.0,0.0,0.0,299.33
349,April,8,06:30:00,0.9737,39.0,1.0,0.0256,253.05
350,April,8,07:00:00,0.9839,62.0,0.0,0.0,298.44
351,April,8,07:30:00,1.0,106.0,0.0,0.0,254.08
352,April,8,08:00:00,0.9953,214.0,0.0,0.0,267.33
353,April,8,08:30:00,1.0,350.0,0.0,0.0,315.73
354,April,8,09:00:00,0.9978,460.0,0.0,0.0,313.41
355,April,8,09:30:00,0.9918,612.0,0.0,0.0,324.07
356,April,8,10:00:00,0.9623,857.0,8.0,0.0093,320.26
357,April,8,10:30:00,0.9765,895.0,1.0,0.0011,328.66
358,April,8,11:00:00,0.988,914.0,0.0,0.0,341.17
359,April,8,11:30:00,0.9918,978.0,1.0,0.001,328.32
360,April,8,12:00:00,0.995,1007.0,3.0,0.003,348.26
361,April,8,12:30:00,0.9929,984.0,2.0,0.002,337.83
362,April,8,13:00:00,1.0,1030.0,0.0,0.0,346.42
363,April,8,13:30:00,0.9937,955.0,1.0,0.001,355.5
364,April,8,14:00:00,0.9804,1071.0,1.0,0.0009,347.68
365,April,8,14:30:00,0.998,1016.0,1.0,0.001,352.06
366,April,8,15:00:00,0.9863,1022.0,1.0,0.001,371.48
367,April,8,15:30:00,0.9929,981.0,1.0,0.001,352.56
368,April,8,16:00:00,0.9884,953.0,2.0,0.0021,369.97
369,April,8,16:30:00,0.9989,881.0,1.0,0.0011,367.58
370,April,8,17:00:00,0.9922,902.0,1.0,0.0011,371.54
371,April,8,17:30:00,0.995,798.0,1.0,0.0013,363.76
372,April,8,18:00:00,0.9707,751.0,1.0,0.0013,366.9
373,April,8,18:30:00,0.9856,693.0,0.0,0.0,357.03
374,April,8,19:00:00,0.9934,608.0,2.0,0.0033,349.79
375,April,8,19:30:00,0.9938,485.0,2.0,0.0041,353.12
376,April,8,20:00:00,0.995,397.0,0.0,0.0,352.11
377,April,8,20:30:00,1.0,355.0,1.0,0.0028,349.4
378,April,8,21:00:00,0.9962,265.0,0.0,0.0,339.35
379,April,8,21:30:00,1.0,219.0,0.0,0.0,352.15
380,April,8,22:00:00,0.9954,219.0,0.0,0.0,355.63
381,April,8,22:30:00,1.0,148.0,0.0,0.0,325.78
382,April,8,23:00:00,1.0,120.0,0.0,0.0,282.53
383,April,8,23:30:00,1.0,100.0,0.0,0.0,320.63
384,April,9,00:00:00,1.0,77.0,5.0,0.0649,349.47
385,April,9,00:30:00,1.0,60.0,0.0,0.0,336.1
386,April,9,01:00:00,1.0,27.0,0.0,0.0,267.89
387,April,9,01:30:00,1.0,23.0,0.0,0.0,290.0
388,April,9,02:00:00,1.0,17.0,0.0,0.0,330.12
389,April,9,02:30:00,0.9375,16.0,0.0,0.0,340.25
390,April,9,03:00:00,1.0,9.0,0.0,0.0,242.22
391,April,9,03:30:00,1.0,11.0,0.0,0.0,363.91
392,April,9,04:00:00,1.0,9.0,0.0,0.0,344.56
393,April,9,04:30:00,1.0,13.0,0.0,0.0,324.15
394,April,9,05:00:00,1.0,12.0,0.0,0.0,188.42
395,April,9,05:30:00,1.0,24.0,0.0,0.0,310.0
396,April,9,06:00:00,1.0,28.0,0.0,0.0,231.0
397,April,9,06:30:00,1.0,35.0,0.0,0.0,244.77
398,April,9,07:00:00,1.0,70.0,0.0,0.0,246.63
399,April,9,07:30:00,1.0,110.0,0.0,0.0,268.31
400,April,9,08:00:00,1.0,228.0,0.0,0.0,270.36
401,April,9,08:30:00,1.0,321.0,1.0,0.0031,283.78
402,April,9,09:00:00,0.9946,554.0,0.0,0.0,297.28
403,April,9,09:30:00,0.9878,657.0,3.0,0.0046,301.33
404,April,9,10:00:00,0.9879,744.0,0.0,0.0,311.05
405,April,9,10:30:00,0.5449,890.0,22.0,0.0247,333.31
406,April,9,11:00:00,0.9431,898.0,2.0,0.0022,333.97
407,April,9,11:30:00,0.7205,904.0,24.0,0.0265,347.62
408,April,9,12:00:00,0.8126,1022.0,3.0,0.0029,347.84
409,April,9,12:30:00,0.9179,1008.0,9.0,0.0089,363.43
410,April,9,13:00:00,0.9316,982.0,2.0,0.002,352.5
411,April,9,13:30:00,0.9937,950.0,1.0,0.0011,337.87
412,April,9,14:00:00,0.9955,889.0,1.0,0.0011,345.1
413,April,9,14:30:00,0.9947,938.0,3.0,0.0032,349.01
414,April,9,15:00:00,0.9989,914.0,2.0,0.0022,357.71
415,April,9,15:30:00,0.8223,949.0,9.0,0.0095,345.24
416,April,9,16:00:00,0.9421,899.0,1.0,0.0011,351.22
417,April,9,16:30:00,0.9964,832.0,1.0,0.0012,336.09
418,April,9,17:00:00,0.8406,835.0,7.0,0.0084,339.68
419,April,9,17:30:00,0.9926,811.0,0.0,0.0,352.59
420,April,9,18:00:00,0.9859,711.0,0.0,0.0,352.32
421,April,9,18:30:00,1.0,569.0,0.0,0.0,364.69
