Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,23:00,15,1,0.073708,306.35,69,1,0.019831,297.0,137,0,0.002515,317.76,92,0,0.001377,283.98
August,1,23:30,10,0,0.0,239.26,55,0,0.008538,302.44,121,0,0.001115,322.69,73,1,0.009262,267.84
August,2,0:00,12,1,0.055558,511.21,72,2,0.033931,321.2,135,1,0.009638,339.42,92,1,0.006323,324.37
August,2,0:30,10,1,0.120515,434.13,53,2,0.038438,322.48,100,1,0.007669,385.31,62,0,0.0,340.03
August,2,1:00,11,1,0.069442,425.64,21,0,0.0,435.1,74,1,0.013908,342.92,49,0,0.008569,350.06
August,2,1:30,11,0,0.022727,398.58,16,0,0.010992,365.52,61,0,0.007215,325.23,40,0,0.004908,414.37
August,2,2:00,5,0,0.0,172.31,11,0,0.0,416.83,47,1,0.024692,349.22,31,0,0.0101,382.68
August,2,2:30,4,0,0.0,433.64,7,0,0.0,374.28,32,1,0.030223,369.47,21,1,0.051285,441.83
August,2,3:00,6,0,0.0,314.16,12,0,0.0,470.95,31,2,0.053954,371.93,7,1,0.068182,442.91
August,2,3:30,6,0,0.0,603.29,5,0,0.0,322.15,22,0,0.0,458.21,1,0,0.0,241.53
August,2,4:00,5,0,0.0,331.21,5,0,0.0,312.62,22,0,0.0,474.51,1,0,0.0,145.71
August,2,4:30,5,0,0.0,322.95,6,0,0.0,460.63,16,0,0.0,428.28,1,0,0.0,274.42
August,2,5:00,8,0,0.0,196.09,5,0,0.0,612.5,23,0,0.0,414.02,2,0,0.0,389.27
August,2,5:30,7,0,0.0,338.06,5,0,0.037033,340.47,23,0,0.0,319.59,1,0,0.0,458.01
August,2,6:00,10,0,0.0,259.51,7,0,0.0,503.84,41,0,0.005915,309.21,13,0,0.034615,286.04
August,2,6:30,5,0,0.0,293.87,9,0,0.0,355.8,59,1,0.022815,288.33,25,0,0.0174,321.18
August,2,7:00,17,0,0.0,317.19,16,0,0.0,343.79,91,0,0.00225,310.05,40,0,0.0,338.82
August,2,7:30,20,0,0.019231,396.77,22,1,0.02685,343.45,145,1,0.006782,294.33,71,1,0.010315,323.16
August,2,8:00,38,1,0.016608,271.22,43,0,0.005131,315.44,226,0,0.001055,306.12,107,1,0.0096,335.64
August,2,8:30,50,0,0.004277,306.06,60,0,0.007892,351.53,323,1,0.003573,324.81,145,0,0.001377,345.9
August,2,9:00,66,0,0.0,298.96,142,1,0.004762,343.78,417,1,0.001536,337.22,215,3,0.013723,343.17
August,2,9:30,79,0,0.002746,327.23,172,0,0.0,360.61,488,1,0.001691,326.28,252,1,0.005,316.23
August,2,10:00,83,0,0.0,315.61,222,1,0.004331,348.07,618,2,0.0026,330.68,294,5,0.016025,334.99
August,2,10:30,119,0,0.0,301.29,248,3,0.011246,370.69,720,2,0.003142,339.28,360,16,0.044342,353.65
August,2,11:00,108,0,0.003208,317.04,269,2,0.008069,365.19,767,2,0.002675,356.09,387,5,0.013133,336.85
August,2,11:30,120,0,0.003662,325.93,318,4,0.011038,356.46,864,5,0.005675,355.94,420,4,0.009725,345.76
August,2,12:00,181,1,0.004662,317.19,347,3,0.008108,358.36,956,2,0.002215,353.7,460,4,0.008692,338.04
August,2,12:30,211,3,0.014746,325.48,398,7,0.017742,364.04,959,4,0.004046,350.84,466,3,0.0057,336.45
August,2,13:00,264,6,0.023669,330.41,447,4,0.007958,344.46,996,8,0.008508,367.88,464,6,0.012223,344.8
August,2,13:30,277,3,0.009638,313.23,459,5,0.011033,350.87,997,14,0.014285,366.05,500,6,0.011962,350.86
August,2,14:00,280,1,0.004915,326.34,506,4,0.008108,361.64,1014,6,0.005554,370.83,489,3,0.006608,351.41
August,2,14:30,289,6,0.021169,324.22,486,3,0.006577,362.73,991,2,0.002246,359.94,506,6,0.012023,337.93
August,2,15:00,275,4,0.016054,326.64,518,1,0.001777,361.76,995,1,0.0012,367.29,475,2,0.004538,351.07
August,2,15:30,282,7,0.024454,311.71,545,3,0.004946,357.55,974,2,0.001723,371.27,508,9,0.016985,342.45
August,2,16:00,282,1,0.003792,321.34,527,3,0.005054,357.41,962,2,0.002469,365.76,460,3,0.005638,356.86
August,2,16:30,255,0,0.001355,307.21,507,3,0.005046,349.67,943,4,0.004731,372.5,472,7,0.013823,350.2
August,2,17:00,228,2,0.008627,323.98,491,3,0.007069,362.08,883,2,0.001931,373.32,445,2,0.004454,356.71
August,2,17:30,208,1,0.005627,307.14,463,3,0.007262,363.99,832,1,0.000908,361.73,428,2,0.004292,351.52
August,2,18:00,159,1,0.003217,328.75,425,3,0.006177,357.3,743,1,0.001092,365.6,397,2,0.0057,345.82
August,2,18:30,144,1,0.007467,313.01,375,4,0.011938,357.49,710,2,0.002615,363.04,375,2,0.004815,347.1
August,2,19:00,113,0,0.002692,314.14,337,4,0.010769,338.35,642,1,0.001777,369.64,341,1,0.002246,344.64
August,2,19:30,103,1,0.006983,297.21,313,2,0.005738,364.88,578,2,0.003046,368.24,344,2,0.005085,363.45
August,2,20:00,96,2,0.021792,315.51,281,1,0.002869,356.62,534,2,0.003292,359.68,310,4,0.012446,362.64
August,2,20:30,78,2,0.021417,323.25,247,1,0.003315,349.25,499,3,0.005485,364.39,276,1,0.004531,346.52
August,2,21:00,70,3,0.039708,302.86,227,1,0.003246,352.34,431,0,0.001023,355.19,220,3,0.014292,352.32
August,2,21:30,52,1,0.012815,361.56,192,2,0.008175,359.54,375,2,0.004646,350.12,201,0,0.000769,353.47
August,2,22:00,51,1,0.018315,307.43,173,1,0.00707,366.35,334,1,0.001854,365.17,182,3,0.017392,362.24
August,2,22:30,49,6,0.118238,294.82,133,2,0.01688,339.78,289,2,0.0077,352.24,154,1,0.009677,357.35
August,2,23:00,30,2,0.081408,379.13,103,1,0.00593,300.12,239,1,0.002292,353.47,123,1,0.004569,356.73
August,2,23:30,25,1,0.033431,317.82,87,0,0.00357,321.43,190,1,0.004262,352.72,116,1,0.012846,371.98
August,3,0:00,5,0,0.0,479.63,19,1,0.055718,396.36,44,0,0.008338,336.6,27,0,0.005177,316.61
August,3,0:30,3,0,0.0,299.04,15,0,0.0,330.14,34,0,0.001669,322.73,19,0,0.003208,339.71
August,3,1:00,2,0,0.0,373.85,8,0,0.0,397.1,27,0,0.006615,326.8,13,0,0.0,359.8
August,3,1:30,1,0,0.0,318.12,4,0,0.0,440.61,18,0,0.014446,350.27,12,0,0.008631,366.25
August,3,2:00,2,0,0.0,506.34,4,0,0.0,301.32,12,0,0.034338,316.33,7,0,0.032742,327.34
August,3,2:30,3,0,0.0,454.68,4,0,0.0,439.76,11,1,0.059854,388.52,7,0,0.027875,345.03
August,3,3:00,1,0,0.0,300.15,2,0,0.045455,405.35,9,0,0.034562,336.21,5,0,0.049608,405.77
August,3,3:30,1,0,0.0,256.34,2,0,0.0,497.21,8,0,0.0,323.81,4,0,0.051518,277.05
August,3,4:00,2,0,0.0,218.13,2,0,0.025,315.24,8,0,0.006408,336.91,3,0,0.055555,302.07
August,3,4:30,3,0,0.0,174.18,2,0,0.0,272.06,7,0,0.0,330.89,4,0,0.077273,215.11
August,3,5:00,1,0,0.0,277.38,1,0,0.0,335.46,9,0,0.007692,361.63,4,0,0.036108,326.52
August,3,5:30,2,0,0.05,318.13,3,0,0.0,347.05,11,0,0.021369,291.59,4,0,0.011908,324.15
August,3,6:00,3,0,0.0,272.58,3,0,0.0,270.07,18,0,0.0,287.3,10,0,0.008333,247.23
August,3,6:30,4,1,0.151383,218.94,5,1,0.198908,451.08,32,0,0.010708,313.66,15,0,0.012858,261.29
August,3,7:00,8,0,0.009615,225.92,19,0,0.006554,287.65,58,0,0.0,262.43,27,0,0.002608,280.91
August,3,7:30,14,0,0.020408,318.68,31,1,0.026038,291.19,97,0,0.004069,269.05,43,0,0.006967,284.07
August,3,8:00,49,0,0.005938,285.04,65,0,0.004546,293.8,193,0,0.002362,302.06,88,0,0.002833,282.17
August,3,8:30,84,1,0.014215,313.48,103,2,0.014631,317.27,301,0,0.001454,314.64,134,2,0.011515,297.75
August,3,9:00,133,1,0.005992,305.27,167,0,0.001292,320.49,427,1,0.002269,324.0,215,1,0.005169,303.44
August,3,9:30,179,1,0.005562,321.97,208,1,0.004562,337.12,553,6,0.010969,344.54,265,5,0.019469,317.14
August,3,10:00,217,1,0.003192,324.33,272,2,0.0058,342.79,659,8,0.011485,345.63,318,5,0.014938,324.79
August,3,10:30,233,1,0.004746,309.0,305,7,0.024223,358.05,734,11,0.015638,354.39,361,9,0.025562,331.12
August,3,11:00,240,0,0.001433,316.74,335,3,0.008375,363.6,800,6,0.007585,363.65,381,6,0.016469,335.3
August,3,11:30,207,0,0.001036,330.58,356,5,0.014275,363.82,813,9,0.010846,367.42,403,6,0.014569,336.88
August,3,12:00,206,1,0.0062,324.21,388,3,0.006917,357.33,846,10,0.011492,365.71,430,7,0.0163,338.26
August,3,12:30,215,1,0.003973,316.75,400,7,0.017617,367.23,843,13,0.014908,365.81,429,10,0.022854,337.63
August,3,13:00,213,1,0.006736,317.89,416,3,0.007185,367.36,830,5,0.006515,372.28,431,5,0.012146,338.97
August,3,13:30,209,1,0.005973,327.42,420,8,0.018577,359.96,822,12,0.014446,379.38,431,7,0.016723,339.21
August,3,14:00,210,1,0.006473,326.97,443,8,0.018854,358.13,846,12,0.014315,379.69,448,9,0.0194,334.01
August,3,14:30,223,4,0.0193,327.36,443,12,0.026608,359.47,849,27,0.031523,377.32,455,19,0.041023,342.27
August,3,15:00,226,2,0.008925,323.96,443,7,0.014715,367.35,854,12,0.014492,373.12,456,9,0.019792,339.12
August,3,15:30,237,2,0.006333,328.94,445,2,0.004131,361.71,838,4,0.004769,380.11,445,6,0.014362,345.0
August,3,16:00,226,0,0.00175,343.49,446,1,0.003146,361.25,845,2,0.002477,376.1,458,2,0.005192,350.86
August,3,16:30,220,0,0.001425,327.78,442,4,0.008031,374.19,813,2,0.002738,376.92,444,4,0.009062,353.97
August,3,17:00,196,1,0.005592,332.5,411,2,0.004358,368.52,774,3,0.004154,373.03,423,2,0.004715,354.66
August,3,17:30,181,1,0.0031,323.3,377,1,0.002875,372.51,710,3,0.004685,379.38,393,5,0.011546,347.97
August,3,18:00,150,1,0.004291,315.51,340,2,0.00555,374.38,665,7,0.010008,375.35,362,1,0.003669,351.15
August,3,18:30,132,1,0.006018,336.65,321,3,0.009258,364.37,587,3,0.004569,376.68,316,1,0.0032,354.14
August,3,19:00,89,0,0.000845,332.95,281,3,0.0094,373.88,513,3,0.006608,387.15,289,2,0.006869,335.72
August,3,19:30,70,1,0.011264,332.55,265,2,0.007767,352.79,463,5,0.010177,380.17,270,6,0.022215,351.44
August,3,20:00,52,1,0.010275,322.24,243,4,0.014415,357.39,411,4,0.010508,379.57,232,5,0.02,339.9
August,3,20:30,40,1,0.0235,327.66,195,1,0.007469,348.09,343,1,0.003,368.29,198,2,0.010815,341.92
August,3,21:00,41,1,0.028254,333.44,162,1,0.008538,348.87,285,1,0.002354,370.44,166,4,0.021777,342.53
August,3,21:30,30,1,0.032262,323.37,135,0,0.003167,356.22,246,0,0.0015,363.92,134,1,0.007077,349.89
August,3,22:00,24,0,0.0,329.03,110,0,0.004,340.04,189,0,0.002231,356.89,111,1,0.006131,344.73
August,3,22:30,16,2,0.148554,335.53,82,0,0.003775,334.55,150,0,0.002046,350.51,94,0,0.004131,343.76
August,3,23:00,16,1,0.033846,305.35,63,0,0.003858,313.06,118,0,0.001008,340.54,75,1,0.006715,352.2
August,3,23:30,10,0,0.0,340.62,46,0,0.00225,316.88,87,0,0.001308,351.98,55,0,0.005108,334.62
August,4,0:00,4,0,0.0,503.97,27,0,0.0,330.38,61,0,0.003592,342.83,43,0,0.011292,322.03
August,4,0:30,4,0,0.0,278.75,19,0,0.003846,327.67,44,0,0.0,355.02,31,0,0.0,343.31
August,4,1:00,2,0,0.0,332.23,9,0,0.006942,342.02,31,0,0.0,355.98,23,0,0.0,376.69
August,4,1:30,2,0,0.041667,243.73,5,0,0.0,412.74,22,0,0.009131,311.96,16,0,0.018785,355.76
August,4,2:00,2,0,0.0,425.81,3,0,0.011908,359.07,16,0,0.008808,307.76,11,0,0.042177,333.17
August,4,2:30,1,0,0.0,182.03,3,0,0.0,373.93,15,0,0.003077,276.9,8,0,0.0,306.25
August,4,3:00,1,0,0.0,452.05,2,0,0.0,384.94,10,0,0.025646,286.35,2,0,0.0,384.02
August,4,3:30,2,0,0.166667,249.09,2,0,0.0,229.3,10,0,0.010992,318.05,0,0,0.0,292.65
August,4,4:00,1,0,0.0,261.28,1,0,0.0,264.07,7,0,0.016608,338.97,0,0,0.0,497.94
August,4,4:30,1,0,0.0,232.13,2,0,0.0,236.93,8,0,0.007692,294.01,0,0,0.0,220.59
August,4,5:00,1,0,0.0,215.85,1,0,0.0,329.17,10,0,0.012823,315.18,0,0,0.0,219.91
August,4,5:30,2,0,0.0,348.23,2,0,0.038462,338.0,12,0,0.021467,354.63,0,0,0.0,312.02
August,4,6:00,2,0,0.0,284.62,3,0,0.0,295.75,22,0,0.015923,255.68,12,0,0.0,234.33
August,4,6:30,4,0,0.116762,259.77,7,1,0.225877,325.78,37,1,0.016277,253.32,18,0,0.0218,252.87
August,4,7:00,7,0,0.025677,253.32,20,0,0.012954,276.02,68,0,0.003677,274.27,36,0,0.004162,285.03
August,4,7:30,12,0,0.027692,302.65,30,1,0.017423,309.16,108,1,0.008023,278.82,61,0,0.002431,281.8
August,4,8:00,38,0,0.006362,255.58,65,1,0.008323,291.33,203,1,0.002838,304.27,106,1,0.0049,285.15
August,4,8:30,66,1,0.015508,280.52,104,1,0.0096,320.32,295,0,0.001069,318.25,162,0,0.001492,295.48
August,4,9:00,99,1,0.010892,300.15,150,0,0.001869,318.8,434,1,0.0021,326.98,237,0,0.000346,299.28
August,4,9:30,130,1,0.008408,303.61,194,1,0.007292,345.12,546,3,0.005783,337.71,294,2,0.005423,306.2
August,4,10:00,152,1,0.005554,298.05,236,1,0.004323,336.94,638,3,0.004208,340.82,358,2,0.006892,312.55
August,4,10:30,167,0,0.002846,294.86,262,5,0.017685,350.1,711,9,0.012517,351.59,390,7,0.017938,312.91
August,4,11:00,178,1,0.004738,300.3,294,1,0.004492,354.48,761,4,0.005554,353.8,417,5,0.012485,331.0
August,4,11:30,189,1,0.005246,305.04,314,2,0.007946,354.82,795,4,0.004792,357.63,452,6,0.012538,325.02
August,4,12:00,194,1,0.003892,301.38,329,1,0.003277,364.85,795,7,0.008408,358.02,459,3,0.006177,325.28
August,4,12:30,189,1,0.007462,296.23,341,4,0.012131,367.02,796,15,0.018562,362.66,469,9,0.018815,331.17
August,4,13:00,192,0,0.002292,299.53,356,2,0.006669,363.82,797,4,0.0045,361.44,469,7,0.014538,325.82
August,4,13:30,186,0,0.002554,308.1,359,5,0.013115,364.25,791,10,0.012869,363.09,371,11,0.028385,335.48
August,4,14:00,202,1,0.003385,300.22,386,3,0.007423,355.41,819,4,0.004808,364.91,404,7,0.017562,331.44
August,4,14:30,200,1,0.0034,300.1,393,2,0.005792,367.19,819,6,0.007131,368.46,391,5,0.013569,333.69
August,4,15:00,197,0,0.002254,303.05,395,1,0.003715,356.61,807,3,0.003823,368.69,392,3,0.008008,331.93
August,4,15:30,195,1,0.004715,301.85,378,2,0.0043,363.47,802,2,0.002369,368.92,397,6,0.014923,329.88
August,4,16:00,207,1,0.006938,311.95,379,1,0.002846,371.41,780,2,0.002023,369.62,407,2,0.004531,332.37
August,4,16:30,192,0,0.000623,315.64,365,1,0.002923,367.1,776,2,0.002908,366.56,394,3,0.0065,334.7
August,4,17:00,170,0,0.0016,303.76,346,2,0.006285,372.83,732,4,0.0055,372.48,352,1,0.003738,337.81
August,4,17:30,143,0,0.000862,301.65,334,2,0.007085,372.58,690,3,0.004715,366.76,340,3,0.009238,335.39
August,4,18:00,132,0,0.003275,306.82,314,2,0.007815,367.29,641,4,0.006869,366.24,317,2,0.005638,337.67
August,4,18:30,114,1,0.005655,302.52,284,1,0.003323,360.12,548,5,0.008685,364.73,276,1,0.003392,340.42
August,4,19:00,74,1,0.007855,318.1,252,2,0.0062,361.65,501,4,0.007546,366.71,253,2,0.0081,329.05
August,4,19:30,54,0,0.004809,301.74,229,1,0.0032,362.73,438,3,0.006562,361.02,229,4,0.016015,340.77
August,4,20:00,42,1,0.026118,320.77,197,3,0.014138,356.04,370,4,0.0101,367.13,200,4,0.022454,336.26
August,4,20:30,41,1,0.034233,299.88,172,2,0.011946,346.39,331,2,0.004592,364.73,177,2,0.008608,325.11
August,4,21:00,28,1,0.025508,302.93,138,2,0.011423,346.84,276,1,0.001938,357.97,138,2,0.011738,328.89
August,4,21:30,21,0,0.005315,293.16,114,1,0.005977,348.24,225,0,0.000238,358.02,123,1,0.010831,342.89
August,4,22:00,17,0,0.0,282.87,93,1,0.008762,353.2,190,1,0.007577,353.31,121,1,0.007008,349.48
August,4,22:30,11,2,0.173969,278.52,73,1,0.007246,331.39,147,1,0.003862,352.21,96,1,0.006531,335.28
August,4,23:00,9,1,0.056131,320.87,55,0,0.005754,329.09,111,0,0.001008,344.2,74,0,0.003592,340.51
August,4,23:30,6,0,0.0,316.26,39,0,0.008392,316.31,82,0,0.001615,342.0,60,0,0.006085,334.57
August,5,0:00,5,0,0.009615,282.21,37,0,0.002262,338.5,75,0,0.006046,369.49,41,0,0.006038,354.08
August,5,0:30,3,0,0.0,322.56,27,0,0.0,322.79,56,0,0.003669,366.37,30,0,0.004669,400.09
August,5,1:00,2,0,0.0,417.72,12,0,0.0235,357.91,36,0,0.0,368.29,23,0,0.004277,363.03
August,5,1:30,2,0,0.0,379.19,5,0,0.038462,309.7,27,0,0.002746,374.77,17,0,0.004277,365.02
August,5,2:00,2,0,0.0,417.46,3,0,0.0,347.28,19,0,0.0229,325.48,10,0,0.006408,410.4
August,5,2:30,2,0,0.0,293.98,4,0,0.021977,369.81,18,0,0.003415,345.23,10,0,0.014385,404.3
August,5,3:00,2,0,0.0,370.23,3,0,0.0,529.05,13,0,0.038731,336.16,2,0,0.037882,435.59
August,5,3:30,2,0,0.0,326.03,3,0,0.0,311.11,11,0,0.012323,398.01,1,0,0.04,424.12
August,5,4:00,2,0,0.1,290.22,3,0,0.027775,375.17,9,0,0.005915,360.92,0,0,0.0,252.29
August,5,4:30,2,0,0.0,217.14,3,0,0.045455,313.67,12,0,0.023077,416.73,1,0,0.35,411.65
August,5,5:00,2,0,0.0,296.69,2,0,0.0,592.25,13,0,0.009615,325.16,1,0,0.1,400.8
August,5,5:30,2,0,0.0,320.11,2,0,0.0,425.85,20,0,0.012146,314.46,2,0,0.0,305.64
August,5,6:00,2,0,0.0,307.41,5,0,0.0,360.15,30,0,0.0,293.08,14,0,0.0035,262.29
August,5,6:30,4,0,0.075,287.7,6,2,0.305792,321.34,50,0,0.007915,275.52,24,1,0.056538,306.98
August,5,7:00,9,0,0.040785,285.39,27,0,0.010154,280.71,94,1,0.008292,300.21,43,0,0.001969,273.35
August,5,7:30,20,1,0.045369,329.6,47,3,0.053723,329.93,150,3,0.016838,293.94,73,1,0.007577,297.51
August,5,8:00,52,1,0.018431,281.76,86,0,0.003,314.69,273,3,0.010392,312.22,126,0,0.0029,313.69
August,5,8:30,91,3,0.028169,334.99,136,2,0.013008,338.12,397,6,0.015085,334.61,182,4,0.019846,323.97
August,5,9:00,135,2,0.0179,320.68,200,0,0.002146,336.9,569,5,0.009246,343.75,270,2,0.007046,310.44
August,5,9:30,165,2,0.009869,338.82,267,2,0.006469,344.18,708,7,0.009892,351.5,314,4,0.013638,331.89
August,5,10:00,194,1,0.006023,323.67,308,2,0.007685,349.32,809,5,0.005577,349.1,368,7,0.019185,335.57
August,5,10:30,219,1,0.006738,331.52,336,9,0.026346,368.83,910,12,0.013431,364.32,399,15,0.038662,349.4
August,5,11:00,235,1,0.003446,335.81,383,4,0.010315,370.97,943,6,0.006592,366.59,445,4,0.008777,348.19
August,5,11:30,239,1,0.005285,335.27,413,5,0.012315,371.31,966,9,0.009708,371.1,456,4,0.009108,353.66
August,5,12:00,239,2,0.008508,346.81,439,3,0.006954,372.17,986,3,0.003123,369.62,472,3,0.007346,355.49
August,5,12:30,240,1,0.005785,335.32,447,6,0.012992,382.03,987,14,0.014615,377.59,467,5,0.0107,346.86
August,5,13:00,241,2,0.006969,333.32,459,5,0.010238,367.25,993,4,0.004223,375.08,470,7,0.014017,357.96
August,5,13:30,241,1,0.0048,337.73,468,6,0.013269,374.1,994,7,0.007462,373.28,477,4,0.007842,348.74
August,5,14:00,241,0,0.000923,336.94,479,2,0.003308,372.71,976,4,0.003769,375.39,497,1,0.002583,348.63
August,5,14:30,240,0,0.001323,341.69,488,3,0.006254,385.91,994,7,0.0074,381.07,492,4,0.007183,358.97
August,5,15:00,247,2,0.007338,335.49,478,1,0.002008,372.29,967,2,0.002292,381.87,496,2,0.0042,363.67
August,5,15:30,242,1,0.006015,341.95,485,2,0.003138,377.3,967,9,0.009042,388.52,497,3,0.006462,363.06
August,5,16:00,235,1,0.003938,347.63,483,1,0.0022,379.07,955,4,0.004667,383.91,484,3,0.006062,358.98
August,5,16:30,226,1,0.002423,340.87,465,1,0.003085,382.09,917,4,0.003892,384.01,472,2,0.004392,362.87
August,5,17:00,201,3,0.015367,344.68,436,6,0.012846,379.22,843,20,0.023782,383.71,467,16,0.033485,350.76
August,5,17:30,181,3,0.01595,342.66,431,7,0.0163,379.36,798,19,0.023291,379.75,425,11,0.026877,363.97
August,5,18:00,163,1,0.004717,326.18,391,4,0.0097,375.78,731,9,0.012336,389.68,386,4,0.0112,360.23
August,5,18:30,137,1,0.004617,353.36,341,1,0.002892,374.6,647,5,0.007009,388.03,345,2,0.006323,362.13
