Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,13:30,203,0,0.002042,310.82,427,16,0.037554,318.56,763,15,0.019633,331.83,411,9,0.021185,304.81
August,1,14:00,192,1,0.007783,311.02,434,19,0.043908,326.96,759,12,0.015792,335.5,403,5,0.011846,303.74
August,1,14:30,195,3,0.013483,307.92,425,13,0.029685,332.6,752,7,0.009077,329.66,419,14,0.033031,312.79
August,1,15:00,191,1,0.005067,305.85,397,6,0.0159,321.81,714,1,0.000985,338.4,401,5,0.012138,297.73
August,1,15:30,193,1,0.005133,311.41,391,6,0.014133,317.2,692,1,0.001192,335.68,383,4,0.009292,296.15
August,1,16:00,194,1,0.004538,322.76,391,3,0.008758,328.82,668,1,0.001908,335.51,370,3,0.008669,310.0
August,1,16:30,174,0,0.002669,295.7,365,3,0.007583,337.43,618,1,0.001192,332.92,340,2,0.005477,304.75
August,1,17:00,160,3,0.021746,307.02,354,2,0.00515,330.84,578,1,0.002538,336.04,317,2,0.006992,305.81
August,1,17:30,163,2,0.015308,318.88,331,3,0.009583,333.53,559,1,0.001638,332.26,304,1,0.002792,305.59
August,1,18:00,160,1,0.007938,320.11,300,6,0.019775,343.01,529,2,0.003208,328.57,284,1,0.003558,305.5
August,1,18:30,134,1,0.010431,334.17,279,5,0.017883,329.56,482,3,0.005431,339.95,248,0,0.001917,323.51
August,1,19:00,99,0,0.0043,321.13,245,4,0.017783,329.95,434,4,0.008823,328.68,237,1,0.005075,315.79
August,1,19:30,79,1,0.008308,331.16,222,3,0.013008,313.08,387,8,0.020777,326.19,212,1,0.003875,321.0
August,1,20:00,61,1,0.020915,300.31,204,9,0.046038,317.73,348,5,0.013692,334.68,183,2,0.009975,304.61
August,1,20:30,46,2,0.049946,275.72,175,3,0.016423,304.41,295,3,0.009631,328.58,166,1,0.00835,296.52
August,1,21:00,35,1,0.041769,296.27,137,3,0.023738,306.36,247,2,0.007538,328.0,142,4,0.026775,302.11
August,1,21:30,28,1,0.036908,297.1,125,2,0.012385,307.71,200,1,0.002885,330.08,118,1,0.005315,310.03
August,1,22:00,18,0,0.006992,364.23,97,2,0.0186,297.7,167,1,0.003285,322.09,99,0,0.004623,295.68
August,1,22:30,13,1,0.071192,305.03,81,1,0.010554,316.69,142,0,0.002238,319.64,82,0,0.004662,301.93
August,1,23:00,13,1,0.073708,332.33,60,1,0.019831,289.28,105,0,0.002515,309.68,70,0,0.001377,299.49
August,1,23:30,9,0,0.0,259.56,48,0,0.008538,294.57,93,0,0.001115,314.49,56,1,0.009262,282.47
August,2,0:00,11,1,0.055558,466.65,66,2,0.033931,272.05,113,1,0.009638,294.19,75,0,0.006323,279.74
August,2,0:30,9,1,0.120515,396.29,49,2,0.038438,273.13,84,1,0.007669,333.96,51,0,0.0,293.25
August,2,1:00,10,1,0.069442,388.54,19,0,0.0,368.51,62,1,0.013908,297.22,40,0,0.008569,301.91
August,2,1:30,10,0,0.022727,363.83,14,0,0.010992,309.58,51,0,0.007215,281.89,33,0,0.004908,357.36
August,2,2:00,5,0,0.0,157.29,11,0,0.0,353.04,39,1,0.024692,302.69,25,0,0.0101,330.04
August,2,2:30,4,0,0.0,395.83,7,0,0.0,317.01,27,1,0.030223,320.24,17,1,0.051285,381.05
August,2,3:00,5,0,0.0,286.77,11,0,0.0,398.88,25,1,0.053954,322.37,6,0,0.068182,381.98
August,2,3:30,5,0,0.0,550.7,5,0,0.0,272.85,18,0,0.0,397.15,1,0,0.0,208.3
August,2,4:00,5,0,0.0,302.33,4,0,0.0,264.78,18,0,0.0,411.28,1,0,0.0,125.67
August,2,4:30,5,0,0.0,294.8,5,0,0.0,390.14,14,0,0.0,371.21,1,0,0.0,236.67
August,2,5:00,8,0,0.0,179.0,5,0,0.0,518.77,19,0,0.0,358.85,2,0,0.0,335.72
August,2,5:30,6,0,0.0,308.59,5,0,0.037033,288.37,19,0,0.0,277.0,1,0,0.0,395.0
August,2,6:00,9,0,0.0,236.89,6,0,0.0,426.73,34,0,0.005915,268.0,11,0,0.034615,246.69
August,2,6:30,5,0,0.0,268.25,8,0,0.0,301.35,49,1,0.022815,249.91,20,0,0.0174,277.0
August,2,7:00,16,0,0.0,289.54,14,0,0.0,291.18,76,0,0.00225,268.74,32,0,0.0,292.21
August,2,7:30,19,0,0.019231,362.18,21,1,0.02685,290.89,121,1,0.006782,255.11,58,1,0.010315,278.7
August,2,8:00,35,1,0.016608,247.57,39,0,0.005131,267.17,188,0,0.001055,265.33,87,1,0.0096,289.47
August,2,8:30,46,0,0.004277,279.38,55,0,0.007892,297.73,269,1,0.003573,281.52,119,0,0.001377,298.31
August,2,9:00,61,0,0.0,272.9,130,1,0.004762,291.17,348,1,0.001536,292.28,176,2,0.013723,295.96
August,2,9:30,73,0,0.002746,298.7,158,0,0.0,305.42,407,1,0.001691,282.81,205,1,0.005,272.72
August,2,10:00,77,0,0.0,288.09,204,1,0.004331,294.8,515,1,0.0026,286.61,240,4,0.016025,288.91
August,2,10:30,111,0,0.0,275.02,228,3,0.011246,313.97,600,2,0.003142,294.07,294,13,0.044342,305.0
August,2,11:00,100,0,0.003208,289.4,248,2,0.008069,309.3,640,2,0.002675,308.64,316,4,0.013133,290.51
August,2,11:30,111,0,0.003662,297.52,292,3,0.011038,301.91,721,4,0.005675,308.51,343,3,0.009725,298.2
August,2,12:00,167,1,0.004662,289.54,319,3,0.008108,303.52,798,2,0.002215,306.57,376,3,0.008692,291.53
August,2,12:30,196,3,0.014746,297.11,365,6,0.017742,308.33,800,3,0.004046,304.09,381,2,0.0057,290.16
August,2,13:00,244,6,0.023669,301.6,410,3,0.007958,291.74,831,7,0.008508,318.86,379,5,0.012223,297.37
August,2,13:30,257,2,0.009638,285.93,422,5,0.011033,297.18,831,12,0.014285,317.27,409,5,0.011962,302.59
August,2,14:00,259,1,0.004915,297.89,465,4,0.008108,306.3,846,5,0.005554,321.41,399,3,0.006608,303.07
August,2,14:30,268,6,0.021169,295.96,446,3,0.006577,307.22,826,2,0.002246,311.98,413,5,0.012023,291.44
August,2,15:00,255,4,0.016054,298.16,476,1,0.001777,306.4,830,1,0.0012,318.35,388,2,0.004538,302.77
August,2,15:30,261,6,0.024454,284.54,501,2,0.004946,302.84,813,1,0.001723,321.79,415,7,0.016985,295.34
August,2,16:00,262,1,0.003792,293.33,484,2,0.005054,302.72,802,2,0.002469,317.02,376,2,0.005638,307.77
August,2,16:30,236,0,0.001355,280.43,466,2,0.005046,296.16,787,4,0.004731,322.86,385,5,0.013823,302.02
August,2,17:00,211,2,0.008627,295.74,451,3,0.007069,306.67,736,1,0.001931,323.57,363,2,0.004454,307.64
August,2,17:30,193,1,0.005627,280.36,425,3,0.007262,308.29,694,1,0.000908,313.53,350,2,0.004292,303.16
August,2,18:00,148,0,0.003217,300.09,391,2,0.006177,302.62,619,1,0.001092,316.88,324,2,0.0057,298.24
August,2,18:30,133,1,0.007467,285.73,345,4,0.011938,302.78,592,2,0.002615,314.67,306,1,0.004815,299.35
August,2,19:00,104,0,0.002692,286.76,310,3,0.010769,286.58,535,1,0.001777,320.39,278,1,0.002246,297.23
August,2,19:30,95,1,0.006983,271.3,287,2,0.005738,309.04,482,1,0.003046,319.17,281,1,0.005085,313.45
August,2,20:00,89,2,0.021792,288.01,258,1,0.002869,302.05,446,1,0.003292,311.75,253,3,0.012446,312.75
August,2,20:30,72,2,0.021417,295.07,227,1,0.003315,295.8,416,2,0.005485,315.83,225,1,0.004531,298.85
August,2,21:00,64,3,0.039708,276.46,208,1,0.003246,298.42,360,0,0.001023,307.86,180,3,0.014292,303.85
August,2,21:30,49,1,0.012815,330.04,176,1,0.008175,304.52,312,1,0.004646,303.47,164,0,0.000769,304.84
August,2,22:00,48,1,0.018315,280.63,159,1,0.00707,310.29,278,1,0.001854,316.51,149,3,0.017392,312.41
August,2,22:30,45,5,0.118238,269.12,122,2,0.01688,287.78,241,2,0.0077,305.3,126,1,0.009677,308.19
August,2,23:00,27,2,0.081408,346.08,94,1,0.00593,254.19,199,0,0.002292,306.36,100,0,0.004569,307.66
August,2,23:30,23,1,0.033431,290.11,80,0,0.00357,272.24,158,1,0.004262,305.72,95,1,0.012846,320.81
August,3,0:00,4,0,0.0,473.64,14,1,0.055718,373.17,26,0,0.008338,316.54,17,0,0.005177,301.36
August,3,0:30,2,0,0.0,295.31,11,0,0.0,310.82,21,0,0.001669,303.5,12,0,0.003208,323.34
August,3,1:00,2,0,0.0,369.17,6,0,0.0,373.86,16,0,0.006615,307.33,8,0,0.0,342.46
August,3,1:30,1,0,0.0,314.14,3,0,0.0,414.83,11,0,0.014446,329.4,7,0,0.008631,348.6
August,3,2:00,2,0,0.0,500.01,3,0,0.0,283.69,7,0,0.034338,297.49,4,0,0.032742,311.57
August,3,2:30,2,0,0.0,449.0,3,0,0.0,414.03,7,0,0.059854,365.37,4,0,0.027875,328.4
August,3,3:00,1,0,0.0,296.4,2,0,0.045455,381.64,5,0,0.034562,316.18,3,0,0.049608,386.21
August,3,3:30,1,0,0.0,253.14,1,0,0.0,468.12,4,0,0.0,304.52,2,0,0.051518,263.7
August,3,4:00,1,0,0.0,215.4,1,0,0.025,296.8,5,0,0.006408,316.84,2,0,0.055555,287.52
August,3,4:30,2,0,0.0,172.0,2,0,0.0,256.14,4,0,0.0,311.18,3,0,0.077273,204.75
August,3,5:00,1,0,0.0,273.92,1,0,0.0,315.83,5,0,0.007692,340.09,2,0,0.036108,310.78
August,3,5:30,2,0,0.05,314.15,2,0,0.0,326.75,6,0,0.021369,274.22,2,0,0.011908,308.53
August,3,6:00,2,0,0.0,269.17,2,0,0.0,254.27,11,0,0.0,270.18,6,0,0.008333,235.31
August,3,6:30,3,0,0.151383,216.2,4,1,0.198908,424.69,19,0,0.010708,294.97,9,0,0.012858,248.7
August,3,7:00,6,0,0.009615,223.1,15,0,0.006554,270.82,34,0,0.0,246.8,17,0,0.002608,267.38
August,3,7:30,10,0,0.020408,314.7,23,1,0.026038,274.16,58,0,0.004069,253.02,26,0,0.006967,270.38
August,3,8:00,36,0,0.005938,281.48,49,0,0.004546,276.61,115,0,0.002362,284.07,55,0,0.002833,268.57
August,3,8:30,61,1,0.014215,309.56,77,1,0.014631,298.7,180,0,0.001454,295.9,83,1,0.011515,283.41
August,3,9:00,96,1,0.005992,301.46,125,0,0.001292,301.74,255,1,0.002269,304.7,133,1,0.005169,288.81
August,3,9:30,129,1,0.005562,317.95,156,1,0.004562,317.39,330,4,0.010969,324.01,164,3,0.019469,301.86
August,3,10:00,157,1,0.003192,320.27,204,1,0.0058,322.73,394,5,0.011485,325.03,197,3,0.014938,309.14
August,3,10:30,169,1,0.004746,305.14,229,6,0.024223,337.1,438,7,0.015638,333.28,223,6,0.025562,315.16
August,3,11:00,174,0,0.001433,312.78,251,2,0.008375,342.32,477,4,0.007585,341.98,236,4,0.016469,319.14
August,3,11:30,150,0,0.001036,326.44,267,4,0.014275,342.54,485,5,0.010846,345.53,249,4,0.014569,320.65
August,3,12:00,149,1,0.0062,320.16,291,2,0.006917,336.43,505,6,0.011492,343.92,266,4,0.0163,321.96
August,3,12:30,156,1,0.003973,312.79,300,5,0.017617,345.75,503,8,0.014908,344.02,266,6,0.022854,321.36
August,3,13:00,154,1,0.006736,313.92,312,2,0.007185,345.87,495,3,0.006515,350.1,267,3,0.012146,322.63
August,3,13:30,151,1,0.005973,323.33,315,6,0.018577,338.9,491,7,0.014446,356.77,266,4,0.016723,322.86
August,3,14:00,152,1,0.006473,322.88,332,6,0.018854,337.18,505,7,0.014315,357.07,277,5,0.0194,317.92
August,3,14:30,161,3,0.0193,323.27,332,9,0.026608,338.44,507,16,0.031523,354.84,281,12,0.041023,325.78
August,3,15:00,163,1,0.008925,319.91,333,5,0.014715,345.86,510,7,0.014492,350.89,283,6,0.019792,322.78
August,3,15:30,172,1,0.006333,324.83,334,1,0.004131,340.55,500,2,0.004769,357.46,275,4,0.014362,328.37
August,3,16:00,163,0,0.00175,339.19,335,1,0.003146,340.11,504,1,0.002477,353.69,284,1,0.005192,333.95
August,3,16:30,159,0,0.001425,323.68,332,3,0.008031,352.3,486,1,0.002738,354.46,275,2,0.009062,336.91
August,3,17:00,141,1,0.005592,328.34,309,1,0.004358,346.96,462,2,0.004154,350.8,262,1,0.004715,337.57
August,3,17:30,131,0,0.0031,319.26,283,1,0.002875,350.72,424,2,0.004685,356.77,243,3,0.011546,331.21
August,3,18:00,108,0,0.004291,311.57,255,1,0.00555,352.48,397,4,0.010008,352.99,224,1,0.003669,334.23
August,3,18:30,95,1,0.006018,332.44,241,2,0.009258,343.05,351,2,0.004569,354.24,196,1,0.0032,337.08
August,3,19:00,64,0,0.000845,328.79,211,2,0.0094,352.0,306,2,0.006608,364.09,179,1,0.006869,319.54
August,3,19:30,50,1,0.011264,328.4,199,2,0.007767,332.15,277,3,0.010177,357.52,167,4,0.022215,334.51
August,3,20:00,38,0,0.010275,318.21,182,3,0.014415,336.48,246,3,0.010508,356.95,144,3,0.02,323.52
August,3,20:30,29,1,0.0235,323.57,146,1,0.007469,327.73,205,1,0.003,346.35,122,1,0.010815,325.45
August,3,21:00,30,1,0.028254,329.27,122,1,0.008538,328.46,170,0,0.002354,348.37,103,2,0.021777,326.03
August,3,21:30,22,1,0.032262,319.33,102,0,0.003167,335.38,147,0,0.0015,342.24,83,1,0.007077,333.03
August,3,22:00,17,0,0.0,324.92,82,0,0.004,320.15,113,0,0.002231,335.63,69,0,0.006131,328.12
August,3,22:30,12,2,0.148554,331.34,62,0,0.003775,314.98,90,0,0.002046,329.63,58,0,0.004131,327.19
August,3,23:00,11,0,0.033846,301.53,48,0,0.003858,294.74,70,0,0.001008,320.25,47,0,0.006715,335.23
August,3,23:30,7,0,0.0,336.36,35,0,0.00225,298.34,52,0,0.001308,331.01,34,0,0.005108,318.49
August,4,0:00,1,0,0.0,538.79,14,0,0.0,311.21,22,0,0.003592,328.31,18,0,0.011292,315.81
August,4,0:30,1,0,0.0,298.01,10,0,0.003846,308.65,16,0,0.0,339.99,13,0,0.0,336.69
August,4,1:00,1,0,0.0,355.18,5,0,0.006942,322.17,11,0,0.0,340.9,10,0,0.0,369.42
August,4,1:30,1,0,0.041667,260.58,3,0,0.0,388.79,8,0,0.009131,298.75,7,0,0.018785,348.89
August,4,2:00,1,0,0.0,455.23,2,0,0.011908,338.24,6,0,0.008808,294.73,5,0,0.042177,326.74
August,4,2:30,0,0,0.0,194.61,1,0,0.0,352.23,6,0,0.003077,265.17,3,0,0.0,300.34
August,4,3:00,0,0,0.0,483.29,1,0,0.0,362.6,4,0,0.025646,274.23,1,0,0.0,376.61
August,4,3:30,1,0,0.166667,266.3,1,0,0.0,215.99,4,0,0.010992,304.58,0,0,0.0,287.0
August,4,4:00,0,0,0.0,279.33,1,0,0.0,248.75,3,0,0.016608,324.61,0,0,0.0,488.33
August,4,4:30,0,0,0.0,248.17,1,0,0.0,223.18,3,0,0.007692,281.56,0,0,0.0,216.33
August,4,5:00,0,0,0.0,230.76,1,0,0.0,310.07,3,0,0.012823,301.83,0,0,0.0,215.67
August,4,5:30,1,0,0.0,372.3,1,0,0.038462,318.39,4,0,0.021467,339.62,0,0,0.0,306.0
August,4,6:00,1,0,0.0,304.29,2,0,0.0,278.59,8,0,0.015923,244.85,5,0,0.0,229.8
August,4,6:30,1,0,0.116762,277.72,3,1,0.225877,306.88,13,0,0.016277,242.59,7,0,0.0218,247.99
August,4,7:00,2,0,0.025677,270.82,10,0,0.012954,260.0,25,0,0.003677,262.66,15,0,0.004162,279.53
August,4,7:30,4,0,0.027692,323.56,15,0,0.017423,291.22,39,0,0.008023,267.01,25,0,0.002431,276.36
August,4,8:00,13,0,0.006362,273.24,34,0,0.008323,274.43,74,0,0.002838,291.39,44,0,0.0049,279.64
August,4,8:30,22,0,0.015508,299.9,54,1,0.0096,301.73,108,0,0.001069,304.77,67,0,0.001492,289.78
August,4,9:00,33,0,0.010892,320.89,78,0,0.001869,300.3,158,0,0.0021,313.14,98,0,0.000346,293.5
August,4,9:30,43,0,0.008408,324.59,101,1,0.007292,325.09,199,1,0.005783,323.41,121,1,0.005423,300.29
August,4,10:00,51,0,0.005554,318.64,123,1,0.004323,317.39,233,1,0.004208,326.39,148,1,0.006892,306.52
August,4,10:30,56,0,0.002846,315.23,136,2,0.017685,329.78,259,3,0.012517,336.7,161,3,0.017938,306.87
August,4,11:00,59,0,0.004738,321.05,153,1,0.004492,333.91,277,2,0.005554,338.82,172,2,0.012485,324.61
August,4,11:30,63,0,0.005246,326.12,164,1,0.007946,334.23,290,1,0.004792,342.49,187,2,0.012538,318.75
August,4,12:00,65,0,0.003892,322.21,171,1,0.003277,343.67,290,2,0.008408,342.86,189,1,0.006177,319.0
August,4,12:30,63,0,0.007462,316.7,178,2,0.012131,345.72,290,5,0.018562,347.3,194,4,0.018815,324.78
August,4,13:00,64,0,0.002292,320.23,186,1,0.006669,342.71,290,1,0.0045,346.14,193,3,0.014538,319.53
August,4,13:30,62,0,0.002554,329.39,187,2,0.013115,343.11,288,4,0.012869,347.72,153,4,0.028385,329.01
August,4,14:00,67,0,0.003385,320.97,201,1,0.007423,334.78,298,1,0.004808,349.46,167,3,0.017562,325.04
August,4,14:30,67,0,0.0034,320.83,205,1,0.005792,345.88,299,2,0.007131,352.86,161,2,0.013569,327.25
August,4,15:00,66,0,0.002254,323.99,206,1,0.003715,335.91,294,1,0.003823,353.08,162,1,0.008008,325.53
August,4,15:30,65,0,0.004715,322.71,197,1,0.0043,342.38,292,1,0.002369,353.3,164,2,0.014923,323.52
August,4,16:00,69,0,0.006938,333.5,197,1,0.002846,349.86,284,1,0.002023,353.97,168,1,0.004531,325.95
August,4,16:30,64,0,0.000623,337.45,190,1,0.002923,345.8,283,1,0.002908,351.04,163,1,0.0065,328.24
August,4,17:00,57,0,0.0016,324.75,180,1,0.006285,351.19,267,1,0.0055,356.71,145,1,0.003738,331.29
August,4,17:30,48,0,0.000862,322.49,174,1,0.007085,350.96,251,1,0.004715,351.23,140,1,0.009238,328.91
August,4,18:00,44,0,0.003275,328.02,164,1,0.007815,345.98,234,2,0.006869,350.73,131,1,0.005638,331.16
August,4,18:30,38,0,0.005655,323.43,148,0,0.003323,339.22,200,2,0.008685,349.29,114,0,0.003392,333.85
August,4,19:00,25,0,0.007855,340.08,131,1,0.0062,340.66,183,1,0.007546,351.18,104,1,0.0081,322.7
August,4,19:30,18,0,0.004809,322.6,119,0,0.0032,341.68,159,1,0.006562,345.73,95,2,0.016015,334.19
August,4,20:00,14,0,0.026118,342.93,103,1,0.014138,335.38,135,1,0.0101,351.58,83,2,0.022454,329.77
August,4,20:30,14,0,0.034233,320.6,90,1,0.011946,326.29,121,1,0.004592,349.29,73,1,0.008608,318.83
August,4,21:00,9,0,0.025508,323.86,72,1,0.011423,326.71,101,0,0.001938,342.81,57,1,0.011738,322.55
August,4,21:30,7,0,0.005315,313.42,60,0,0.005977,328.03,82,0,0.000238,342.86,51,1,0.010831,336.27
August,4,22:00,6,0,0.0,302.41,48,0,0.008762,332.7,69,1,0.007577,338.35,50,0,0.007008,342.74
August,4,22:30,4,1,0.173969,297.76,38,0,0.007246,312.16,54,0,0.003862,337.29,40,0,0.006531,328.81
August,4,23:00,3,0,0.056131,343.04,28,0,0.005754,309.99,40,0,0.001008,329.63,31,0,0.003592,333.94
August,4,23:30,2,0,0.0,338.11,20,0,0.008392,297.95,30,0,0.001615,327.52,25,0,0.006085,328.11
August,5,0:00,5,0,0.009615,269.84,36,0,0.002262,304.15,72,0,0.006046,337.01,41,0,0.006038,320.83
August,5,0:30,3,0,0.0,308.42,27,0,0.0,290.03,53,0,0.003669,334.16,29,0,0.004669,362.53
August,5,1:00,2,0,0.0,399.42,12,0,0.0235,321.59,34,0,0.0,335.91,22,0,0.004277,328.95
August,5,1:30,2,0,0.0,362.57,5,0,0.038462,278.27,26,0,0.002746,341.82,17,0,0.004277,330.75
August,5,2:00,2,0,0.0,399.16,3,0,0.0,312.03,19,0,0.0229,296.87,10,0,0.006408,371.87
August,5,2:30,2,0,0.0,281.09,4,0,0.021977,332.28,17,0,0.003415,314.88,10,0,0.014385,366.34
August,5,3:00,2,0,0.0,354.0,3,0,0.0,475.36,12,0,0.038731,306.61,2,0,0.037882,394.69
August,5,3:30,2,0,0.0,311.74,3,0,0.0,279.54,11,0,0.012323,363.02,1,0,0.04,384.3
August,5,4:00,2,0,0.1,277.5,3,0,0.027775,337.1,9,0,0.005915,329.19,0,0,0.0,228.6
August,5,4:30,2,0,0.0,207.62,3,0,0.045455,281.83,11,0,0.023077,380.09,1,0,0.35,373.0
August,5,5:00,2,0,0.0,283.69,2,0,0.0,532.14,12,0,0.009615,296.57,1,0,0.1,363.17
August,5,5:30,2,0,0.0,306.08,2,0,0.0,382.63,19,0,0.012146,286.81,2,0,0.0,276.94
August,5,6:00,2,0,0.0,293.94,5,0,0.0,323.6,28,0,0.0,267.32,13,0,0.0035,237.66
August,5,6:30,4,0,0.075,275.09,6,2,0.305792,288.73,48,0,0.007915,251.3,24,1,0.056538,278.16
August,5,7:00,9,0,0.040785,272.89,26,0,0.010154,252.22,90,1,0.008292,273.82,42,0,0.001969,247.68
August,5,7:30,20,1,0.045369,315.15,46,2,0.053723,296.45,144,2,0.016838,268.09,72,1,0.007577,269.57
August,5,8:00,52,1,0.018431,269.41,85,0,0.003,282.75,262,3,0.010392,284.77,124,0,0.0029,284.24
August,5,8:30,90,3,0.028169,320.31,134,2,0.013008,303.8,381,6,0.015085,305.2,180,4,0.019846,293.55
August,5,9:00,133,2,0.0179,306.62,197,0,0.002146,302.71,546,5,0.009246,313.53,267,2,0.007046,281.29
August,5,9:30,163,2,0.009869,323.97,263,2,0.006469,309.25,680,7,0.009892,320.6,310,4,0.013638,300.72
August,5,10:00,191,1,0.006023,309.48,304,2,0.007685,313.87,778,4,0.005577,318.41,364,7,0.019185,304.07
August,5,10:30,216,1,0.006738,316.99,332,9,0.026346,331.4,875,12,0.013431,332.29,394,15,0.038662,316.6
August,5,11:00,232,1,0.003446,321.09,378,4,0.010315,333.32,906,6,0.006592,334.36,440,4,0.008777,315.49
August,5,11:30,236,1,0.005285,320.58,407,5,0.012315,333.63,928,9,0.009708,338.48,451,4,0.009108,320.45
August,5,12:00,236,2,0.008508,331.61,433,3,0.006954,334.4,948,3,0.003123,337.12,467,3,0.007346,322.12
August,5,12:30,237,1,0.005785,320.63,441,6,0.012992,343.26,948,14,0.014615,344.4,461,5,0.0107,314.29
August,5,13:00,238,2,0.006969,318.71,452,5,0.010238,329.98,954,4,0.004223,342.11,464,7,0.014017,324.35
August,5,13:30,238,1,0.0048,322.93,461,6,0.013269,336.13,955,7,0.007462,340.46,472,4,0.007842,315.99
August,5,14:00,238,0,0.000923,322.17,472,2,0.003308,334.88,938,4,0.003769,342.39,491,1,0.002583,315.9
August,5,14:30,237,0,0.001323,326.72,481,3,0.006254,346.75,956,7,0.0074,347.57,486,3,0.007183,325.26
August,5,15:00,244,2,0.007338,320.79,471,1,0.002008,334.5,929,2,0.002292,348.3,491,2,0.0042,329.52
August,5,15:30,238,1,0.006015,326.96,478,2,0.003138,339.01,929,8,0.009042,354.37,491,3,0.006462,328.97
August,5,16:00,232,1,0.003938,332.4,476,1,0.0022,340.6,918,4,0.004667,350.16,478,3,0.006062,325.28
August,5,16:30,223,1,0.002423,325.93,458,1,0.003085,343.31,881,3,0.003892,350.25,466,2,0.004392,328.8
August,5,17:00,199,3,0.015367,329.58,430,6,0.012846,340.74,810,19,0.023782,349.98,462,15,0.033485,317.83
August,5,17:30,179,3,0.01595,327.64,424,7,0.0163,340.86,767,18,0.023291,346.37,420,11,0.026877,329.8
August,5,18:00,160,1,0.004717,311.89,385,4,0.0097,337.64,703,9,0.012336,355.42,381,4,0.0112,326.4
August,5,18:30,135,1,0.004617,337.88,336,1,0.002892,336.58,622,4,0.007009,353.92,341,2,0.006323,328.13
