,Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT
161,April,4,08:30:00,0.9902,206.0,1.0,0.0049,273.89
162,April,4,09:00:00,1.0,250.0,1.0,0.004,262.9
163,April,4,09:30:00,0.6387,325.0,15.0,0.0462,303.44
164,April,4,10:00:00,0.8325,390.0,2.0,0.0051,290.95
165,April,4,10:30:00,0.9771,439.0,2.0,0.0046,289.99
166,April,4,11:00:00,0.9539,480.0,3.0,0.0063,324.68
167,April,4,11:30:00,0.7432,487.0,12.0,0.0246,311.36
168,April,4,12:00:00,0.9083,483.0,3.0,0.0062,317.17
169,April,4,12:30:00,0.6791,554.0,18.0,0.0325,314.53
170,April,4,13:00:00,0.9841,503.0,0.0,0.0,309.21
171,April,4,13:30:00,0.9945,542.0,1.0,0.0018,301.76
172,April,4,14:00:00,0.8204,536.0,7.0,0.0131,315.22
173,April,4,14:30:00,0.8152,517.0,3.0,0.0058,345.32
174,April,4,15:00:00,0.9741,501.0,0.0,0.0,335.28
175,April,4,15:30:00,0.9885,526.0,2.0,0.0038,322.78
176,April,4,16:00:00,0.9928,554.0,1.0,0.0018,325.91
177,April,4,16:30:00,0.9919,498.0,2.0,0.004,301.7
178,April,4,17:00:00,0.9915,472.0,2.0,0.0042,332.28
179,April,4,17:30:00,0.9459,445.0,1.0,0.0022,312.94
180,April,4,18:00:00,0.9949,391.0,0.0,0.0,321.92
181,April,4,18:30:00,1.0,337.0,1.0,0.003,323.93
182,April,4,19:00:00,0.9938,328.0,3.0,0.0091,308.58
183,April,4,19:30:00,0.9725,256.0,1.0,0.0039,322.4
184,April,4,20:00:00,0.9904,209.0,1.0,0.0048,291.34
185,April,4,20:30:00,1.0,192.0,0.0,0.0,337.52
186,April,4,21:00:00,0.9086,177.0,2.0,0.0113,283.15
187,April,4,21:30:00,0.9866,151.0,2.0,0.0132,328.68
188,April,4,22:00:00,1.0,111.0,1.0,0.009,311.9
189,April,4,22:30:00,1.0,81.0,0.0,0.0,295.81
190,April,4,23:00:00,1.0,67.0,1.0,0.0149,305.06
191,April,4,23:30:00,1.0,48.0,0.0,0.0,251.13
192,April,5,00:00:00,1.0,33.0,1.0,0.0303,325.63
193,April,5,00:30:00,1.0,21.0,0.0,0.0,268.19
194,April,5,01:00:00,1.0,21.0,0.0,0.0,247.86
195,April,5,01:30:00,1.0,15.0,0.0,0.0,350.73
196,April,5,02:00:00,0.8333,12.0,0.0,0.0,440.5
197,April,5,02:30:00,1.0,7.0,0.0,0.0,346.57
198,April,5,03:00:00,1.0,2.0,0.0,0.0,621.5
199,April,5,03:30:00,,0.0,0.0,,
200,April,5,04:00:00,1.0,1.0,0.0,0.0,4786.0
201,April,5,04:30:00,1.0,2.0,0.0,0.0,184.0
202,April,5,05:00:00,,0.0,0.0,,
203,April,5,05:30:00,1.0,1.0,0.0,0.0,257.0
204,April,5,06:00:00,1.0,10.0,0.0,0.0,240.4
205,April,5,06:30:00,1.0,11.0,0.0,0.0,474.91
206,April,5,07:00:00,1.0,19.0,1.0,0.0526,215.39
207,April,5,07:30:00,0.9706,34.0,0.0,0.0,305.71
208,April,5,08:00:00,1.0,63.0,0.0,0.0,317.57
209,April,5,08:30:00,1.0,97.0,0.0,0.0,266.6
210,April,5,09:00:00,1.0,147.0,0.0,0.0,294.39
211,April,5,09:30:00,0.7661,221.0,3.0,0.0136,287.83
212,April,5,10:00:00,0.9135,211.0,3.0,0.0142,296.78
213,April,5,10:30:00,0.8368,244.0,5.0,0.0205,291.38
214,April,5,11:00:00,0.847,283.0,2.0,0.0071,302.35
215,April,5,11:30:00,0.9901,303.0,1.0,0.0033,296.56
216,April,5,12:00:00,0.9874,319.0,1.0,0.0031,315.25
217,April,5,12:30:00,1.0,350.0,0.0,0.0,302.17
218,April,5,13:00:00,0.994,336.0,1.0,0.003,301.88
219,April,5,13:30:00,0.9426,370.0,4.0,0.0108,322.77
220,April,5,14:00:00,0.8556,362.0,2.0,0.0055,300.82
221,April,5,14:30:00,0.5974,397.0,17.0,0.0428,305.6
222,April,5,15:00:00,0.9661,359.0,5.0,0.0139,299.19
223,April,5,15:30:00,0.8692,354.0,10.0,0.0282,290.86
224,April,5,16:00:00,0.9747,316.0,0.0,0.0,321.21
225,April,5,16:30:00,0.9742,272.0,1.0,0.0037,312.24
226,April,5,17:00:00,1.0,266.0,1.0,0.0038,311.71
227,April,5,17:30:00,0.9967,301.0,2.0,0.0066,325.87
228,April,5,18:00:00,0.9605,230.0,2.0,0.0087,328.64
229,April,5,18:30:00,0.9912,228.0,0.0,0.0,359.23
230,April,5,19:00:00,1.0,213.0,0.0,0.0,329.41
231,April,5,19:30:00,0.9951,206.0,0.0,0.0,319.28
232,April,5,20:00:00,1.0,139.0,3.0,0.0216,353.69
233,April,5,20:30:00,0.9658,147.0,1.0,0.0068,293.97
234,April,5,21:00:00,0.9912,114.0,1.0,0.0088,288.69
235,April,5,21:30:00,1.0,91.0,0.0,0.0,328.01
236,April,5,22:00:00,1.0,86.0,0.0,0.0,281.73
237,April,5,22:30:00,1.0,73.0,0.0,0.0,300.66
238,April,5,23:00:00,1.0,52.0,0.0,0.0,350.31
239,April,5,23:30:00,1.0,41.0,1.0,0.0244,259.65
240,April,6,00:00:00,1.0,34.0,1.0,0.0294,268.97
241,April,6,00:30:00,1.0,24.0,0.0,0.0,325.46
242,April,6,01:00:00,1.0,17.0,1.0,0.0588,392.56
243,April,6,01:30:00,1.0,16.0,0.0,0.0,350.88
244,April,6,02:00:00,1.0,7.0,0.0,0.0,430.71
245,April,6,02:30:00,1.0,8.0,0.0,0.0,303.13
246,April,6,03:00:00,1.0,2.0,1.0,0.5,261.0
247,April,6,03:30:00,,0.0,0.0,,
248,April,6,04:00:00,,0.0,0.0,,
249,April,6,04:30:00,,0.0,0.0,,
250,April,6,05:00:00,,0.0,0.0,,
251,April,6,05:30:00,,0.0,0.0,,
252,April,6,06:00:00,1.0,5.0,0.0,0.0,323.6
253,April,6,06:30:00,1.0,11.0,0.0,0.0,237.45
254,April,6,07:00:00,1.0,9.0,0.0,0.0,383.33
255,April,6,07:30:00,1.0,13.0,0.0,0.0,310.38
256,April,6,08:00:00,1.0,33.0,0.0,0.0,259.61
257,April,6,08:30:00,1.0,48.0,0.0,0.0,326.77
258,April,6,09:00:00,1.0,86.0,0.0,0.0,255.93
259,April,6,09:30:00,1.0,121.0,0.0,0.0,306.84
260,April,6,10:00:00,0.9699,133.0,0.0,0.0,285.7
261,April,6,10:30:00,0.7365,157.0,9.0,0.0573,308.89
262,April,6,11:00:00,0.8579,191.0,1.0,0.0052,289.61
263,April,6,11:30:00,0.7751,211.0,2.0,0.0095,290.5
264,April,6,12:00:00,1.0,199.0,0.0,0.0,298.99
265,April,6,12:30:00,0.9795,196.0,1.0,0.0051,287.31
266,April,6,13:00:00,0.986,214.0,0.0,0.0,318.22
267,April,6,13:30:00,1.0,212.0,1.0,0.0047,294.45
268,April,6,14:00:00,1.0,235.0,0.0,0.0,300.71
269,April,6,14:30:00,1.0,209.0,0.0,0.0,271.49
270,April,6,15:00:00,1.0,247.0,0.0,0.0,307.55
271,April,6,15:30:00,1.0,235.0,1.0,0.0043,289.35
272,April,6,16:00:00,1.0,190.0,0.0,0.0,319.68
273,April,6,16:30:00,0.9901,204.0,1.0,0.0049,277.44
274,April,6,17:00:00,1.0,201.0,0.0,0.0,294.93
275,April,6,17:30:00,1.0,187.0,0.0,0.0,248.33
276,April,6,18:00:00,0.9286,182.0,0.0,0.0,290.75
277,April,6,18:30:00,0.9884,172.0,0.0,0.0,330.98
278,April,6,19:00:00,0.9789,142.0,0.0,0.0,343.61
279,April,6,19:30:00,1.0,130.0,0.0,0.0,321.35
280,April,6,20:00:00,1.0,129.0,0.0,0.0,303.6
281,April,6,20:30:00,1.0,125.0,3.0,0.024,324.48
282,April,6,21:00:00,1.0,103.0,2.0,0.0194,275.17
283,April,6,21:30:00,1.0,86.0,0.0,0.0,285.73
284,April,6,22:00:00,1.0,77.0,0.0,0.0,296.16
285,April,6,22:30:00,1.0,71.0,0.0,0.0,288.61
286,April,6,23:00:00,1.0,61.0,1.0,0.0164,350.43
287,April,6,23:30:00,1.0,26.0,1.0,0.0385,394.8
288,April,7,00:00:00,1.0,34.0,0.0,0.0,224.94
289,April,7,00:30:00,1.0,25.0,0.0,0.0,258.24
290,April,7,01:00:00,1.0,15.0,0.0,0.0,376.07
291,April,7,01:30:00,1.0,9.0,0.0,0.0,517.11
292,April,7,02:00:00,1.0,10.0,0.0,0.0,319.6
293,April,7,02:30:00,1.0,8.0,0.0,0.0,271.25
294,April,7,03:00:00,1.0,6.0,1.0,0.1667,351.6
295,April,7,03:30:00,1.0,2.0,0.0,0.0,229.0
296,April,7,04:00:00,0.5,2.0,0.0,0.0,123.0
297,April,7,04:30:00,1.0,2.0,0.0,0.0,158.0
298,April,7,05:00:00,0.6667,3.0,0.0,0.0,618.67
299,April,7,05:30:00,1.0,3.0,0.0,0.0,516.67
300,April,7,06:00:00,0.9,10.0,0.0,0.0,275.0
301,April,7,06:30:00,1.0,13.0,0.0,0.0,226.77
302,April,7,07:00:00,0.9524,21.0,0.0,0.0,316.38
303,April,7,07:30:00,1.0,38.0,0.0,0.0,219.79
304,April,7,08:00:00,0.9897,97.0,0.0,0.0,253.32
305,April,7,08:30:00,1.0,167.0,0.0,0.0,280.38
306,April,7,09:00:00,0.9959,247.0,2.0,0.0081,299.06
307,April,7,09:30:00,0.9776,314.0,1.0,0.0032,299.53
308,April,7,10:00:00,0.8776,395.0,3.0,0.0076,313.64
309,April,7,10:30:00,0.8047,434.0,4.0,0.0092,295.9
310,April,7,11:00:00,0.929,495.0,2.0,0.004,316.94
311,April,7,11:30:00,0.9667,511.0,0.0,0.0,316.36
312,April,7,12:00:00,0.9709,522.0,7.0,0.0134,305.51
313,April,7,12:30:00,0.8133,568.0,11.0,0.0194,325.97
314,April,7,13:00:00,0.8528,576.0,12.0,0.0208,332.53
315,April,7,13:30:00,0.7177,555.0,13.0,0.0234,320.2
316,April,7,14:00:00,0.9013,610.0,2.0,0.0033,324.06
317,April,7,14:30:00,0.9912,566.0,0.0,0.0,321.39
318,April,7,15:00:00,0.9913,577.0,2.0,0.0035,323.46
319,April,7,15:30:00,0.981,582.0,3.0,0.0052,335.65
320,April,7,16:00:00,0.9611,571.0,5.0,0.0088,325.08
321,April,7,16:30:00,0.7365,530.0,10.0,0.0189,362.39
322,April,7,17:00:00,0.9778,541.0,0.0,0.0,328.24
323,April,7,17:30:00,0.9914,468.0,1.0,0.0021,323.69
324,April,7,18:00:00,1.0,452.0,1.0,0.0022,323.68
325,April,7,18:30:00,0.9944,358.0,2.0,0.0056,335.39
326,April,7,19:00:00,1.0,351.0,0.0,0.0,341.03
327,April,7,19:30:00,0.9814,325.0,2.0,0.0062,313.29
328,April,7,20:00:00,0.8182,290.0,4.0,0.0138,343.39
329,April,7,20:30:00,0.9757,248.0,1.0,0.004,328.77
330,April,7,21:00:00,1.0,202.0,3.0,0.0149,308.38
331,April,7,21:30:00,0.9939,166.0,1.0,0.006,360.29
332,April,7,22:00:00,0.9924,131.0,0.0,0.0,314.24
333,April,7,22:30:00,1.0,93.0,0.0,0.0,402.73
334,April,7,23:00:00,1.0,86.0,0.0,0.0,341.45
335,April,7,23:30:00,1.0,75.0,0.0,0.0,363.63
336,April,8,00:00:00,1.0,51.0,0.0,0.0,296.73
337,April,8,00:30:00,1.0,29.0,0.0,0.0,346.83
338,April,8,01:00:00,1.0,25.0,0.0,0.0,372.52
339,April,8,01:30:00,1.0,20.0,0.0,0.0,340.65
340,April,8,02:00:00,1.0,12.0,0.0,0.0,187.25
341,April,8,02:30:00,1.0,11.0,0.0,0.0,357.0
342,April,8,03:00:00,1.0,2.0,0.0,0.0,214.0
343,April,8,03:30:00,,0.0,0.0,,
344,April,8,04:00:00,,0.0,0.0,,
345,April,8,04:30:00,,0.0,0.0,,
346,April,8,05:00:00,,0.0,0.0,,
347,April,8,05:30:00,,0.0,0.0,,
348,April,8,06:00:00,1.0,11.0,0.0,0.0,221.0
349,April,8,06:30:00,0.9375,16.0,0.0,0.0,299.69
350,April,8,07:00:00,1.0,24.0,0.0,0.0,213.88
351,April,8,07:30:00,1.0,63.0,0.0,0.0,276.35
352,April,8,08:00:00,0.992,126.0,1.0,0.0079,289.98
353,April,8,08:30:00,1.0,177.0,0.0,0.0,294.37
354,April,8,09:00:00,1.0,267.0,0.0,0.0,273.21
355,April,8,09:30:00,0.9903,312.0,2.0,0.0064,300.96
356,April,8,10:00:00,0.9497,403.0,5.0,0.0124,303.47
357,April,8,10:30:00,0.9573,379.0,4.0,0.0106,293.77
358,April,8,11:00:00,0.9171,423.0,1.0,0.0024,337.63
359,April,8,11:30:00,0.9181,482.0,6.0,0.0124,327.05
360,April,8,12:00:00,0.9935,459.0,0.0,0.0,321.99
361,April,8,12:30:00,0.9534,516.0,1.0,0.0019,311.04
362,April,8,13:00:00,0.8646,522.0,5.0,0.0096,324.34
363,April,8,13:30:00,0.7794,490.0,5.0,0.0102,336.01
364,April,8,14:00:00,0.8954,536.0,10.0,0.0187,342.15
365,April,8,14:30:00,0.8699,517.0,2.0,0.0039,320.53
366,April,8,15:00:00,0.9937,478.0,1.0,0.0021,324.08
367,April,8,15:30:00,0.8939,543.0,6.0,0.011,313.73
368,April,8,16:00:00,0.9023,573.0,0.0,0.0,328.59
369,April,8,16:30:00,0.994,501.0,2.0,0.004,339.8
370,April,8,17:00:00,0.9939,488.0,0.0,0.0,323.73
371,April,8,17:30:00,0.9956,451.0,0.0,0.0,359.57
372,April,8,18:00:00,0.9432,409.0,4.0,0.0098,322.52
373,April,8,18:30:00,0.9694,360.0,0.0,0.0,351.08
374,April,8,19:00:00,0.9624,354.0,8.0,0.0226,315.67
375,April,8,19:30:00,0.9044,298.0,5.0,0.0168,371.12
376,April,8,20:00:00,0.9812,268.0,2.0,0.0075,338.14
377,April,8,20:30:00,0.9954,216.0,0.0,0.0,316.68
378,April,8,21:00:00,0.9834,184.0,3.0,0.0163,353.12
379,April,8,21:30:00,0.9765,170.0,0.0,0.0,318.94
380,April,8,22:00:00,1.0,128.0,0.0,0.0,338.39
381,April,8,22:30:00,1.0,110.0,1.0,0.0091,296.9
382,April,8,23:00:00,1.0,81.0,1.0,0.0123,283.79
383,April,8,23:30:00,1.0,74.0,0.0,0.0,333.34
384,April,9,00:00:00,0.98,51.0,1.0,0.0196,220.56
385,April,9,00:30:00,1.0,34.0,1.0,0.0294,335.76
386,April,9,01:00:00,1.0,25.0,0.0,0.0,272.76
387,April,9,01:30:00,1.0,20.0,0.0,0.0,367.3
388,April,9,02:00:00,1.0,9.0,0.0,0.0,347.44
389,April,9,02:30:00,1.0,9.0,0.0,0.0,352.89
390,April,9,03:00:00,1.0,3.0,0.0,0.0,483.0
391,April,9,03:30:00,,0.0,0.0,,
392,April,9,04:00:00,,0.0,0.0,,
393,April,9,04:30:00,1.0,1.0,0.0,0.0,387.0
394,April,9,05:00:00,1.0,1.0,0.0,0.0,280.0
395,April,9,05:30:00,1.0,1.0,0.0,0.0,36.0
396,April,9,06:00:00,1.0,13.0,0.0,0.0,201.54
397,April,9,06:30:00,1.0,27.0,0.0,0.0,207.93
398,April,9,07:00:00,1.0,31.0,0.0,0.0,219.9
399,April,9,07:30:00,1.0,80.0,0.0,0.0,248.43
400,April,9,08:00:00,1.0,117.0,0.0,0.0,304.46
401,April,9,08:30:00,0.9937,159.0,0.0,0.0,299.35
402,April,9,09:00:00,0.9844,259.0,2.0,0.0077,253.61
403,April,9,09:30:00,0.9929,280.0,0.0,0.0,290.78
404,April,9,10:00:00,0.9876,323.0,1.0,0.0031,282.54
405,April,9,10:30:00,0.4776,405.0,26.0,0.0642,330.77
406,April,9,11:00:00,0.9584,434.0,1.0,0.0023,294.28
407,April,9,11:30:00,0.6957,469.0,9.0,0.0192,346.32
408,April,9,12:00:00,0.9389,450.0,8.0,0.0178,332.41
409,April,9,12:30:00,0.7835,525.0,3.0,0.0057,305.52
410,April,9,13:00:00,0.9959,485.0,1.0,0.0021,319.7
411,April,9,13:30:00,0.992,502.0,0.0,0.0,302.43
412,April,9,14:00:00,0.9888,535.0,0.0,0.0,315.56
413,April,9,14:30:00,0.9542,524.0,0.0,0.0,319.27
414,April,9,15:00:00,1.0,518.0,0.0,0.0,330.32
415,April,9,15:30:00,0.9422,506.0,4.0,0.0079,331.18
416,April,9,16:00:00,0.9107,509.0,5.0,0.0098,324.52
417,April,9,16:30:00,0.9438,500.0,2.0,0.004,334.84
418,April,9,17:00:00,0.9769,477.0,0.0,0.0,320.76
419,April,9,17:30:00,0.9696,428.0,1.0,0.0023,328.34
420,April,9,18:00:00,0.8268,414.0,4.0,0.0097,359.07
421,April,9,18:30:00,0.9931,293.0,3.0,0.0102,325.92
422,April,9,19:00:00,0.7292,285.0,8.0,0.0281,322.48
423,April,9,19:30:00,0.877,312.0,3.0,0.0096,335.48
424,April,9,20:00:00,0.794,236.0,3.0,0.0127,330.97
425,April,9,20:30:00,0.907,215.0,0.0,0.0,312.08
426,April,9,21:00:00,0.4583,188.0,20.0,0.1064,324.39
427,April,9,21:30:00,0.6936,175.0,2.0,0.0114,322.61
428,April,9,22:00:00,0.9324,149.0,1.0,0.0067,327.28
429,April,9,22:30:00,0.9735,114.0,1.0,0.0088,367.73
