,Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT
166,April,4,12:00:00,0.9485,410.0,2.0,0.0049,355.44
167,April,4,12:30:00,0.913,419.0,5.0,0.0119,349.94
168,April,4,13:00:00,0.9412,427.0,2.0,0.0047,362.73
169,April,4,13:30:00,0.8663,396.0,7.0,0.0177,352.15
170,April,4,14:00:00,0.7225,432.0,14.0,0.0324,348.68
171,April,4,14:30:00,0.9017,412.0,5.0,0.0121,355.39
172,April,4,15:00:00,0.9242,426.0,4.0,0.0094,351.41
173,April,4,15:30:00,0.9575,449.0,2.0,0.0045,361.81
174,April,4,16:00:00,0.9613,414.0,1.0,0.0024,369.92
175,April,4,16:30:00,0.9591,416.0,0.0,0.0,364.97
176,April,4,17:00:00,0.9592,392.0,0.0,0.0,363.48
177,April,4,17:30:00,0.9564,370.0,3.0,0.0081,374.29
178,April,4,18:00:00,0.9652,348.0,3.0,0.0086,356.86
179,April,4,18:30:00,0.9614,286.0,1.0,0.0035,343.35
180,April,4,19:00:00,0.971,242.0,1.0,0.0041,375.85
181,April,4,19:30:00,0.9342,245.0,2.0,0.0082,333.91
182,April,4,20:00:00,0.9831,180.0,2.0,0.0111,328.9
183,April,4,20:30:00,0.9448,183.0,2.0,0.0109,320.86
184,April,4,21:00:00,0.9281,153.0,0.0,0.0,312.73
185,April,4,21:30:00,0.975,120.0,0.0,0.0,312.76
186,April,4,22:00:00,1.0,96.0,0.0,0.0,352.53
187,April,4,22:30:00,1.0,49.0,0.0,0.0,305.49
188,April,4,23:00:00,0.9636,56.0,1.0,0.0179,338.67
189,April,4,23:30:00,0.9783,48.0,2.0,0.0417,268.48
190,April,5,00:00:00,0.9259,29.0,2.0,0.069,285.07
191,April,5,00:30:00,1.0,17.0,0.0,0.0,266.35
192,April,5,01:00:00,1.0,4.0,0.0,0.0,988.5
193,April,5,01:30:00,0.0,6.0,2.0,0.3333,359.0
194,April,5,02:00:00,0.5,4.0,2.0,0.5,345.0
195,April,5,02:30:00,1.0,6.0,0.0,0.0,234.83
196,April,5,03:00:00,1.0,2.0,0.0,0.0,409.0
197,April,5,03:30:00,1.0,4.0,0.0,0.0,202.75
198,April,5,04:00:00,1.0,4.0,0.0,0.0,83.0
199,April,5,04:30:00,1.0,2.0,0.0,0.0,150.5
200,April,5,05:00:00,1.0,2.0,0.0,0.0,245.0
201,April,5,05:30:00,1.0,6.0,0.0,0.0,170.67
202,April,5,06:00:00,1.0,3.0,0.0,0.0,375.67
203,April,5,06:30:00,1.0,4.0,0.0,0.0,115.0
204,April,5,07:00:00,0.8571,7.0,0.0,0.0,225.86
205,April,5,07:30:00,0.9565,23.0,0.0,0.0,364.78
206,April,5,08:00:00,1.0,22.0,0.0,0.0,341.41
207,April,5,08:30:00,1.0,38.0,0.0,0.0,317.89
208,April,5,09:00:00,1.0,78.0,0.0,0.0,299.62
209,April,5,09:30:00,0.9701,137.0,3.0,0.0219,340.41
210,April,5,10:00:00,0.929,183.0,0.0,0.0,309.74
211,April,5,10:30:00,0.8907,184.0,1.0,0.0054,336.66
212,April,5,11:00:00,0.8364,222.0,2.0,0.009,318.42
213,April,5,11:30:00,0.8538,265.0,5.0,0.0189,311.8
214,April,5,12:00:00,0.9681,284.0,2.0,0.007,325.92
215,April,5,12:30:00,0.6536,313.0,7.0,0.0224,316.17
216,April,5,13:00:00,0.6735,358.0,18.0,0.0503,317.96
217,April,5,13:30:00,0.7867,313.0,13.0,0.0415,314.83
218,April,5,14:00:00,0.4543,339.0,22.0,0.0649,340.85
219,April,5,14:30:00,0.5952,347.0,11.0,0.0317,339.52
220,April,5,15:00:00,0.9734,301.0,0.0,0.0,322.8
221,April,5,15:30:00,0.9664,300.0,2.0,0.0067,333.68
222,April,5,16:00:00,0.9184,332.0,1.0,0.003,324.8
223,April,5,16:30:00,0.9679,312.0,0.0,0.0,339.91
224,April,5,17:00:00,0.9544,311.0,4.0,0.0129,346.82
225,April,5,17:30:00,0.9011,291.0,8.0,0.0275,368.11
226,April,5,18:00:00,0.7395,266.0,5.0,0.0188,352.64
227,April,5,18:30:00,0.986,220.0,5.0,0.0227,347.93
228,April,5,19:00:00,0.5122,216.0,11.0,0.0509,344.68
229,April,5,19:30:00,0.9158,191.0,1.0,0.0052,316.71
230,April,5,20:00:00,0.9797,149.0,1.0,0.0067,339.1
231,April,5,20:30:00,0.9058,140.0,2.0,0.0143,324.54
232,April,5,21:00:00,0.4715,131.0,8.0,0.0611,340.3
233,April,5,21:30:00,0.77,102.0,2.0,0.0196,332.76
234,April,5,22:00:00,0.8933,76.0,1.0,0.0132,309.15
235,April,5,22:30:00,0.9322,59.0,0.0,0.0,348.61
236,April,5,23:00:00,0.92,51.0,1.0,0.0196,249.86
237,April,5,23:30:00,0.9574,47.0,0.0,0.0,325.11
238,April,6,00:00:00,0.9667,33.0,3.0,0.0909,308.37
239,April,6,00:30:00,0.8235,17.0,0.0,0.0,201.12
240,April,6,01:00:00,1.0,8.0,0.0,0.0,378.38
241,April,6,01:30:00,1.0,2.0,0.0,0.0,131.5
242,April,6,02:00:00,1.0,3.0,0.0,0.0,601.0
243,April,6,02:30:00,1.0,1.0,0.0,0.0,211.0
244,April,6,03:00:00,1.0,1.0,,,
245,April,6,03:30:00,1.0,2.0,,,
246,April,6,04:00:00,1.0,2.0,,,
247,April,6,04:30:00,1.0,4.0,,,
248,April,6,05:00:00,1.0,1.0,,,
249,April,6,05:30:00,1.0,2.0,,,
250,April,6,06:00:00,1.0,2.0,,,
251,April,6,06:30:00,1.0,1.0,,,
252,April,6,07:00:00,1.0,4.0,,,
253,April,6,07:30:00,1.0,3.0,,,
254,April,6,08:00:00,1.0,6.0,0.0,0.0,301.67
255,April,6,08:30:00,1.0,19.0,0.0,0.0,286.95
256,April,6,09:00:00,1.0,43.0,0.0,0.0,300.02
257,April,6,09:30:00,1.0,61.0,0.0,0.0,280.39
258,April,6,10:00:00,0.9756,82.0,0.0,0.0,275.74
259,April,6,10:30:00,0.9362,94.0,0.0,0.0,340.06
260,April,6,11:00:00,0.9896,96.0,0.0,0.0,294.51
261,April,6,11:30:00,0.9507,144.0,2.0,0.0139,305.26
262,April,6,12:00:00,1.0,134.0,1.0,0.0075,303.31
263,April,6,12:30:00,0.975,161.0,1.0,0.0062,323.98
264,April,6,13:00:00,0.9771,176.0,1.0,0.0057,307.64
265,April,6,13:30:00,0.9167,193.0,1.0,0.0052,319.69
266,April,6,14:00:00,0.9174,230.0,0.0,0.0,292.89
267,April,6,14:30:00,0.986,215.0,0.0,0.0,321.55
268,April,6,15:00:00,1.0,194.0,0.0,0.0,328.1
269,April,6,15:30:00,0.9909,220.0,0.0,0.0,296.2
270,April,6,16:00:00,0.788,252.0,2.0,0.0079,334.79
271,April,6,16:30:00,0.9948,191.0,0.0,0.0,304.36
272,April,6,17:00:00,0.9948,194.0,1.0,0.0052,309.56
273,April,6,17:30:00,0.9553,179.0,0.0,0.0,282.35
274,April,6,18:00:00,0.9182,159.0,0.0,0.0,312.7
275,April,6,18:30:00,0.9456,151.0,4.0,0.0265,311.49
276,April,6,19:00:00,0.9408,153.0,1.0,0.0065,286.86
277,April,6,19:30:00,1.0,125.0,0.0,0.0,321.93
278,April,6,20:00:00,1.0,94.0,1.0,0.0106,267.34
279,April,6,20:30:00,1.0,95.0,0.0,0.0,322.74
280,April,6,21:00:00,0.971,69.0,0.0,0.0,275.7
281,April,6,21:30:00,0.9861,75.0,3.0,0.04,350.5
282,April,6,22:00:00,1.0,62.0,0.0,0.0,354.11
283,April,6,22:30:00,1.0,36.0,0.0,0.0,359.06
284,April,6,23:00:00,1.0,35.0,0.0,0.0,257.97
285,April,6,23:30:00,1.0,30.0,0.0,0.0,255.2
286,April,7,00:00:00,1.0,22.0,1.0,0.0455,254.67
287,April,7,00:30:00,1.0,18.0,0.0,0.0,399.0
288,April,7,01:00:00,1.0,9.0,0.0,0.0,318.11
289,April,7,01:30:00,1.0,1.0,0.0,0.0,322.0
290,April,7,02:00:00,1.0,3.0,0.0,0.0,196.67
291,April,7,02:30:00,1.0,3.0,0.0,0.0,289.67
292,April,7,03:00:00,1.0,2.0,1.0,0.5,291.0
293,April,7,03:30:00,1.0,4.0,0.0,0.0,496.0
294,April,7,04:00:00,1.0,3.0,0.0,0.0,170.67
295,April,7,04:30:00,1.0,2.0,0.0,0.0,155.0
296,April,7,05:00:00,1.0,1.0,0.0,0.0,266.0
297,April,7,05:30:00,1.0,1.0,0.0,0.0,217.0
298,April,7,06:00:00,1.0,3.0,0.0,0.0,294.0
299,April,7,06:30:00,1.0,5.0,0.0,0.0,210.6
300,April,7,07:00:00,0.9412,17.0,0.0,0.0,266.35
301,April,7,07:30:00,1.0,20.0,0.0,0.0,272.3
302,April,7,08:00:00,0.9839,62.0,0.0,0.0,279.1
303,April,7,08:30:00,1.0,99.0,0.0,0.0,297.33
304,April,7,09:00:00,0.9945,181.0,0.0,0.0,332.56
305,April,7,09:30:00,0.9953,211.0,0.0,0.0,313.02
306,April,7,10:00:00,0.9603,302.0,0.0,0.0,330.18
307,April,7,10:30:00,0.6523,338.0,13.0,0.0385,373.69
308,April,7,11:00:00,0.9296,355.0,0.0,0.0,334.56
309,April,7,11:30:00,0.9298,416.0,3.0,0.0072,337.27
310,April,7,12:00:00,0.8959,446.0,4.0,0.009,331.69
311,April,7,12:30:00,0.7932,451.0,11.0,0.0244,345.95
312,April,7,13:00:00,0.6822,459.0,9.0,0.0196,354.83
313,April,7,13:30:00,0.5267,449.0,18.0,0.0401,323.13
314,April,7,14:00:00,0.7069,491.0,10.0,0.0204,330.77
315,April,7,14:30:00,0.8834,495.0,6.0,0.0121,349.84
316,April,7,15:00:00,0.9872,469.0,2.0,0.0043,338.02
317,April,7,15:30:00,0.9733,489.0,2.0,0.0041,375.35
318,April,7,16:00:00,0.9279,501.0,2.0,0.004,341.89
319,April,7,16:30:00,0.6626,504.0,15.0,0.0298,374.84
320,April,7,17:00:00,0.9226,467.0,2.0,0.0043,374.49
321,April,7,17:30:00,,,2.0,0.0046,355.11
322,April,7,18:00:00,,,2.0,0.0055,381.2
323,April,7,18:30:00,,,4.0,0.0109,332.8
324,April,7,19:00:00,,,6.0,0.0168,361.16
325,April,7,19:30:00,,,3.0,0.0095,370.32
326,April,7,20:00:00,,,0.0,0.0,353.01
327,April,7,20:30:00,,,0.0,0.0,337.26
328,April,7,21:00:00,,,1.0,0.0057,313.17
329,April,7,21:30:00,,,0.0,0.0,312.9
330,April,7,22:00:00,1.0,120.0,0.0,0.0,321.22
331,April,7,22:30:00,1.0,59.0,0.0,0.0,376.9
332,April,7,23:00:00,0.9808,52.0,0.0,0.0,276.9
333,April,7,23:30:00,1.0,43.0,0.0,0.0,340.14
334,April,8,00:00:00,1.0,42.0,0.0,0.0,326.86
335,April,8,00:30:00,1.0,28.0,0.0,0.0,356.25
336,April,8,01:00:00,1.0,14.0,0.0,0.0,326.21
337,April,8,01:30:00,1.0,8.0,0.0,0.0,241.75
338,April,8,02:00:00,1.0,2.0,0.0,0.0,421.5
339,April,8,02:30:00,1.0,4.0,0.0,0.0,174.25
340,April,8,03:00:00,1.0,2.0,0.0,0.0,214.5
341,April,8,03:30:00,1.0,2.0,0.0,0.0,219.5
342,April,8,04:00:00,1.0,1.0,0.0,0.0,435.0
343,April,8,05:00:00,1.0,1.0,0.0,0.0,168.0
344,April,8,05:30:00,1.0,2.0,0.0,0.0,199.0
345,April,8,06:00:00,1.0,4.0,0.0,0.0,238.75
346,April,8,06:30:00,0.5,7.0,3.0,0.4286,369.75
347,April,8,07:00:00,0.9474,19.0,0.0,0.0,196.0
348,April,8,07:30:00,1.0,25.0,0.0,0.0,278.68
349,April,8,08:00:00,1.0,61.0,0.0,0.0,257.2
350,April,8,08:30:00,0.9903,103.0,0.0,0.0,326.7
351,April,8,09:00:00,0.9883,172.0,1.0,0.0058,263.75
352,April,8,09:30:00,0.9896,193.0,0.0,0.0,302.99
353,April,8,10:00:00,0.7882,295.0,7.0,0.0237,306.25
354,April,8,10:30:00,0.6245,294.0,17.0,0.0578,337.06
355,April,8,11:00:00,0.7661,375.0,3.0,0.008,319.5
356,April,8,11:30:00,0.9739,345.0,0.0,0.0,330.73
357,April,8,12:00:00,0.9667,391.0,1.0,0.0026,362.05
358,April,8,12:30:00,0.9565,418.0,4.0,0.0096,341.72
359,April,8,13:00:00,0.9558,407.0,0.0,0.0,345.8
360,April,8,13:30:00,0.9812,429.0,4.0,0.0093,353.92
361,April,8,14:00:00,0.9249,454.0,1.0,0.0022,358.26
362,April,8,14:30:00,0.9797,445.0,2.0,0.0045,337.22
363,April,8,15:00:00,0.9955,446.0,0.0,0.0,338.74
364,April,8,15:30:00,0.9954,433.0,1.0,0.0023,326.82
365,April,8,16:00:00,0.8911,460.0,1.0,0.0022,368.39
366,April,8,16:30:00,0.9605,406.0,1.0,0.0025,343.56
367,April,8,17:00:00,1.0,393.0,0.0,0.0,354.52
368,April,8,17:30:00,0.9866,374.0,1.0,0.0027,369.9
369,April,8,18:00:00,0.9864,372.0,3.0,0.0081,330.08
370,April,8,18:30:00,0.9858,352.0,0.0,0.0,332.09
371,April,8,19:00:00,0.9798,301.0,4.0,0.0133,348.25
372,April,8,19:30:00,0.9884,258.0,0.0,0.0,314.11
373,April,8,20:00:00,1.0,224.0,0.0,0.0,314.66
374,April,8,20:30:00,1.0,236.0,1.0,0.0042,325.2
375,April,8,21:00:00,0.9942,171.0,0.0,0.0,319.67
376,April,8,21:30:00,1.0,134.0,0.0,0.0,313.39
377,April,8,22:00:00,1.0,106.0,0.0,0.0,298.69
378,April,8,22:30:00,1.0,83.0,0.0,0.0,340.61
379,April,8,23:00:00,1.0,60.0,0.0,0.0,323.38
380,April,8,23:30:00,1.0,37.0,0.0,0.0,272.92
381,April,9,00:00:00,1.0,51.0,0.0,0.0,270.41
382,April,9,00:30:00,1.0,19.0,0.0,0.0,330.42
383,April,9,01:00:00,1.0,9.0,1.0,0.1111,283.13
384,April,9,01:30:00,1.0,4.0,0.0,0.0,293.25
385,April,9,02:00:00,1.0,2.0,0.0,0.0,219.5
386,April,9,02:30:00,1.0,1.0,0.0,0.0,166.0
387,April,9,03:00:00,1.0,2.0,0.0,0.0,181.5
388,April,9,03:30:00,1.0,1.0,0.0,0.0,112.0
389,April,9,04:00:00,1.0,1.0,0.0,0.0,692.0
390,April,9,05:00:00,1.0,2.0,0.0,0.0,292.5
391,April,9,05:30:00,1.0,1.0,0.0,0.0,55.0
392,April,9,06:00:00,1.0,1.0,0.0,0.0,160.0
393,April,9,06:30:00,1.0,2.0,1.0,0.5,175.0
394,April,9,07:00:00,0.9444,18.0,0.0,0.0,258.28
395,April,9,07:30:00,0.9167,37.0,1.0,0.027,286.67
396,April,9,08:00:00,0.9701,68.0,1.0,0.0147,288.42
397,April,9,08:30:00,0.9576,119.0,1.0,0.0084,272.26
398,April,9,09:00:00,1.0,156.0,0.0,0.0,304.76
399,April,9,09:30:00,0.9817,218.0,0.0,0.0,291.82
400,April,9,10:00:00,0.9773,266.0,2.0,0.0075,316.53
401,April,9,10:30:00,0.5231,286.0,26.0,0.0909,328.8
402,April,9,11:00:00,0.7591,359.0,2.0,0.0056,361.97
403,April,9,11:30:00,0.9972,354.0,0.0,0.0,336.26
404,April,9,12:00:00,0.962,423.0,2.0,0.0047,343.75
405,April,9,12:30:00,0.9606,407.0,1.0,0.0025,345.14
406,April,9,13:00:00,0.9976,410.0,1.0,0.0024,342.42
407,April,9,13:30:00,0.9652,375.0,1.0,0.0027,347.95
408,April,9,14:00:00,0.9872,391.0,0.0,0.0,346.84
409,April,9,14:30:00,0.9508,492.0,4.0,0.0081,320.25
410,April,9,15:00:00,0.9977,426.0,0.0,0.0,327.17
411,April,9,15:30:00,0.9118,444.0,2.0,0.0045,338.45
412,April,9,16:00:00,0.9978,448.0,0.0,0.0,354.85
413,April,9,16:30:00,0.9206,433.0,5.0,0.0115,335.66
414,April,9,17:00:00,0.9716,390.0,2.0,0.0051,341.04
415,April,9,17:30:00,0.957,395.0,0.0,0.0,364.84
416,April,9,18:00:00,0.9614,312.0,1.0,0.0032,356.18
417,April,9,18:30:00,0.9608,306.0,0.0,0.0,333.46
418,April,9,19:00:00,0.9809,263.0,1.0,0.0038,342.68
419,April,9,19:30:00,0.9955,223.0,0.0,0.0,354.13
420,April,9,20:00:00,0.9763,212.0,1.0,0.0047,303.23
421,April,9,20:30:00,0.9055,201.0,0.0,0.0,321.81
422,April,9,21:00:00,0.9933,150.0,1.0,0.0067,327.58
423,April,9,21:30:00,0.9328,134.0,0.0,0.0,396.81
424,April,9,22:00:00,1.0,78.0,0.0,0.0,282.67
425,April,9,22:30:00,1.0,81.0,0.0,0.0,345.56
426,April,9,23:00:00,1.0,57.0,0.0,0.0,292.98
427,April,9,23:30:00,1.0,48.0,0.0,0.0,293.13
428,April,10,00:00:00,1.0,32.0,0.0,0.0,373.69
429,April,10,00:30:00,1.0,23.0,0.0,0.0,347.52
