Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,22:00,19.82,0.26,0.013228,339.44,115.31,1.84,0.015941,311.05,198.51,0.62,0.003116,325.46,116.39,1.16,0.009988,310.5
August,1,22:30,13.46,1.59,0.117797,315.08,95.14,1.09,0.011496,314.65,158.96,0.39,0.002475,324.37,95.63,0.62,0.006507,311.77
August,1,23:00,12.39,0.53,0.042978,320.51,70.6,1.04,0.014751,301.78,128.63,0.32,0.002484,319.77,82.21,0.45,0.005468,311.24
August,1,23:30,7.25,0.02,0.002624,279.34,59.02,0.54,0.009084,299.62,102.66,0.25,0.002427,320.01,64.47,0.45,0.006939,305.96
August,2,0:00,3.56,0.29,0.082168,485.31,34.85,0.7,0.020186,296.29,56.55,0.32,0.005711,312.12,44.48,0.25,0.005529,303.18
August,2,0:30,2.81,0.31,0.109194,469.76,28.03,0.6,0.021429,283.19,43.42,0.28,0.006504,322.48,34.12,0.18,0.00529,304.1
August,2,1:00,2.84,0.19,0.067606,429.48,12.66,0.18,0.014189,350.49,33.11,0.32,0.009628,308.7,24.22,0.13,0.00537,302.83
August,2,1:30,2.76,0.08,0.02743,397.15,7.43,0.16,0.021414,301.37,27.64,0.28,0.01025,293.18,18.88,0.08,0.00442,333.32
August,2,2:00,1.87,0.0,0.0,320.27,5.18,0.04,0.007351,327.17,20.17,0.29,0.014372,308.5,16.94,0.17,0.010284,331.79
August,2,2:30,1.86,0.01,0.004726,297.64,3.8,0.0,0.0,321.1,13.4,0.14,0.010584,307.86,11.04,0.29,0.026084,344.53
August,2,3:00,1.95,0.0,0.0,294.6,5.18,0.0,0.0,340.87,12.89,0.48,0.036942,311.65,3.87,0.14,0.037371,366.78
August,2,3:30,2.04,0.0,0.002214,312.5,2.78,0.01,0.002427,303.55,9.04,0.34,0.037215,361.3,0.24,0.0,0.018296,254.17
August,2,4:00,1.94,0.0,0.0,300.54,2.67,0.0,0.0,303.43,9.74,0.07,0.007269,393.0,0.17,0.01,0.043051,210.81
August,2,4:30,1.88,0.0,0.0,278.58,2.72,0.0,0.00149,293.62,8.04,0.07,0.008151,385.9,0.09,0.0,0.042392,250.58
August,2,5:00,2.01,0.0,0.0,270.06,3.29,0.0,0.0,365.36,11.62,0.01,0.000702,358.91,0.6,0.02,0.034844,287.91
August,2,5:30,2.04,0.01,0.003865,282.82,3.55,0.02,0.005555,305.52,11.52,0.1,0.008341,284.69,0.21,0.01,0.034078,295.71
August,2,6:00,3.44,0.07,0.020084,286.38,4.09,0.17,0.041314,309.83,16.85,0.23,0.013739,266.98,6.72,0.08,0.012451,233.0
August,2,6:30,2.13,0.08,0.036182,282.38,5.03,0.24,0.047624,324.46,27.31,0.25,0.009093,264.4,14.57,0.34,0.023033,265.06
August,2,7:00,5.89,0.04,0.007192,279.31,7.44,0.06,0.007522,279.71,40.5,0.47,0.011709,268.9,19.78,0.27,0.013521,280.53
August,2,7:30,7.5,0.18,0.023602,309.34,12.19,0.15,0.012188,274.52,74.03,0.83,0.011173,263.73,40.21,0.27,0.006795,278.68
August,2,8:00,11.69,0.12,0.009933,263.1,21.86,0.12,0.005318,266.55,111.87,1.13,0.010105,271.0,55.68,0.54,0.009652,283.54
August,2,8:30,16.53,0.13,0.008043,274.93,32.56,0.21,0.006507,287.24,154.0,1.35,0.008775,284.31,75.48,0.53,0.007074,287.66
August,2,9:00,22.34,0.1,0.004253,277.56,79.29,0.5,0.006246,297.35,213.95,1.68,0.007875,293.37,107.85,1.07,0.009918,290.87
August,2,9:30,26.47,0.13,0.005022,290.06,105.4,0.42,0.003976,311.99,297.25,2.27,0.00763,292.3,129.41,1.04,0.008063,289.84
August,2,10:00,30.1,0.12,0.003832,290.83,126.19,0.82,0.00648,307.65,309.59,2.12,0.00684,301.39,153.2,2.0,0.013035,289.89
August,2,10:30,39.71,0.15,0.003708,280.66,134.84,1.69,0.012546,313.04,349.8,1.61,0.004593,305.33,194.06,4.94,0.025454,295.51
August,2,11:00,46.06,0.23,0.005098,290.81,163.19,1.54,0.009453,311.23,373.35,1.16,0.003111,310.26,204.46,3.38,0.01655,297.67
August,2,11:30,41.91,0.2,0.004884,292.97,182.82,1.82,0.009972,305.95,399.78,1.36,0.003397,313.54,209.63,2.65,0.012647,295.86
August,2,12:00,59.35,0.35,0.005852,290.49,196.84,1.91,0.009723,306.26,440.37,1.41,0.003204,316.86,228.31,2.18,0.009553,297.42
August,2,12:30,77.33,1.3,0.016852,293.5,226.04,3.03,0.013425,309.77,443.59,1.54,0.003465,314.56,239.78,2.16,0.009027,294.35
August,2,13:00,86.02,1.77,0.02059,298.62,249.45,2.68,0.010728,308.04,459.71,2.66,0.005784,318.97,243.31,2.13,0.008773,296.85
August,2,13:30,87.79,1.6,0.01827,294.75,260.66,2.39,0.009173,308.66,482.58,4.48,0.009274,320.98,252.59,2.15,0.008529,301.76
August,2,14:00,95.12,1.53,0.016049,297.17,280.32,3.14,0.01121,312.83,489.78,5.72,0.011688,325.08,259.05,2.47,0.009516,300.39
August,2,14:30,106.32,2.16,0.020356,294.64,273.01,2.23,0.008171,313.11,482.0,2.13,0.004427,321.76,268.89,2.8,0.010416,299.66
August,2,15:00,100.96,1.92,0.018988,296.2,284.35,1.56,0.005483,314.66,474.27,0.97,0.002045,322.16,252.77,1.55,0.006116,301.91
August,2,15:30,94.17,2.04,0.02166,292.72,309.06,2.22,0.00719,313.97,460.4,0.92,0.001988,322.47,262.56,3.27,0.012446,301.17
August,2,16:00,99.07,1.61,0.016255,296.32,307.49,2.09,0.006791,311.02,446.65,0.93,0.002085,321.59,248.12,1.68,0.006759,305.01
August,2,16:30,97.36,1.5,0.015448,289.95,283.93,1.93,0.006784,309.42,442.67,1.3,0.002944,322.93,239.88,2.72,0.011357,304.05
August,2,17:00,76.08,1.26,0.01659,292.77,269.94,1.98,0.007339,313.78,427.54,1.07,0.002498,324.42,231.54,1.45,0.006253,304.75
August,2,17:30,74.44,1.25,0.016818,288.15,254.37,1.92,0.007549,316.05,406.39,0.72,0.001774,321.46,217.6,1.66,0.007624,303.82
August,2,18:00,65.55,1.04,0.01592,298.13,236.69,1.77,0.007493,313.11,369.4,0.6,0.001624,320.83,206.38,1.09,0.005273,302.92
August,2,18:30,52.82,0.96,0.018142,289.26,217.64,1.9,0.008749,312.09,315.57,0.77,0.002427,320.86,192.99,1.08,0.005585,303.04
August,2,19:00,40.54,0.66,0.016391,290.86,193.44,1.91,0.009882,305.39,296.75,0.58,0.001964,321.84,180.11,0.99,0.005479,301.17
August,2,19:30,33.71,0.6,0.017926,287.57,174.17,1.4,0.008011,309.7,271.59,0.78,0.002868,321.28,170.38,1.02,0.005967,307.18
August,2,20:00,32.66,0.79,0.024166,292.89,162.18,1.1,0.006776,309.76,256.19,0.82,0.003183,319.68,158.83,1.54,0.009727,310.51
August,2,20:30,29.04,0.77,0.026418,295.26,140.64,0.91,0.006442,304.38,222.89,0.64,0.002867,319.03,146.08,0.96,0.006554,306.79
August,2,21:00,24.02,0.76,0.0317,290.65,125.27,0.8,0.006394,306.92,207.12,0.42,0.002046,316.97,125.57,1.39,0.011076,306.41
August,2,21:30,16.68,0.39,0.023599,308.36,103.34,0.8,0.007755,306.83,170.24,0.4,0.002323,314.49,103.52,0.54,0.005246,308.76
August,2,22:00,16.32,0.38,0.023446,287.45,95.51,0.65,0.006764,306.8,153.61,0.25,0.001652,317.45,95.1,0.95,0.009996,309.4
August,2,22:30,15.11,2.09,0.138222,289.97,78.23,0.8,0.010231,300.1,132.42,0.53,0.003973,312.38,82.37,0.54,0.006574,308.64
August,2,23:00,10.72,0.87,0.081343,314.96,69.15,0.51,0.007384,286.21,103.13,0.28,0.002686,312.64,67.07,0.45,0.006768,307.14
August,2,23:30,8.51,0.25,0.029224,278.82,61.1,0.45,0.007396,289.25,82.02,0.24,0.002883,309.9,59.88,0.41,0.006896,310.01
August,3,0:00,3.18,0.0,0.0,431.1,16.44,0.31,0.018573,334.3,47.03,0.33,0.006929,331.09,28.01,0.15,0.005432,318.01
August,3,0:30,1.86,0.0,0.0,358.21,13.04,0.03,0.002238,323.37,33.61,0.17,0.005138,320.97,20.16,0.08,0.003788,335.3
August,3,1:00,1.76,0.0,0.0,379.19,6.76,0.07,0.010492,377.48,25.66,0.2,0.007981,313.87,12.98,0.04,0.003055,343.06
August,3,1:30,1.02,0.01,0.006043,333.98,4.18,0.0,0.0,323.46,17.27,0.38,0.022021,329.81,11.44,0.09,0.00806,345.32
August,3,2:00,1.44,0.0,0.0,387.32,4.06,0.01,0.003057,293.14,11.88,0.26,0.021495,307.38,7.15,0.1,0.013973,302.64
August,3,2:30,1.15,0.0,0.0,423.17,3.96,0.04,0.010333,325.09,11.31,0.54,0.048038,359.13,6.01,0.09,0.014505,313.45
August,3,3:00,1.0,0.0,0.002778,304.04,2.77,0.02,0.008333,348.64,8.93,0.32,0.035377,323.17,4.18,0.14,0.033067,381.65
August,3,3:30,1.07,0.01,0.005879,336.65,1.18,0.02,0.015142,307.3,7.32,0.07,0.009137,320.31,3.9,0.15,0.037679,284.92
August,3,4:00,0.92,0.01,0.01031,345.47,2.31,0.04,0.017518,296.65,7.63,0.11,0.014368,329.49,3.59,0.12,0.032508,271.86
August,3,4:30,1.09,0.01,0.012332,339.37,1.99,0.05,0.022962,328.27,7.05,0.05,0.007198,338.83,4.72,0.17,0.036085,246.95
August,3,5:00,1.06,0.03,0.025796,340.4,1.75,0.04,0.024023,264.69,8.69,0.21,0.023883,343.34,3.85,0.1,0.026088,298.96
August,3,5:30,1.45,0.02,0.016667,333.94,3.49,0.0,0.0,300.46,11.65,0.32,0.027241,328.49,3.22,0.05,0.016149,277.01
August,3,6:00,1.53,0.01,0.00562,274.38,2.74,0.02,0.005629,336.97,17.47,0.35,0.020164,318.25,9.96,0.04,0.003539,257.9
August,3,6:30,1.95,0.09,0.04474,249.53,5.55,1.43,0.257256,417.46,32.48,0.26,0.008022,270.99,16.0,0.37,0.022988,269.8
August,3,7:00,5.57,0.15,0.026477,251.86,21.86,0.59,0.027087,254.38,56.59,0.1,0.001819,265.28,27.65,0.14,0.005148,272.75
August,3,7:30,9.89,0.23,0.023439,285.49,31.17,0.38,0.01222,268.66,98.12,0.69,0.006982,264.88,47.27,0.33,0.006889,278.14
August,3,8:00,30.67,0.25,0.008251,284.07,69.13,0.59,0.008578,276.6,183.61,0.36,0.001953,278.9,84.65,0.4,0.004755,277.39
August,3,8:30,56.33,0.52,0.009167,294.49,106.97,1.1,0.010329,295.63,279.49,0.53,0.001913,294.6,127.34,1.11,0.00869,283.83
August,3,9:00,82.17,0.58,0.007084,298.47,173.79,0.97,0.005575,306.23,400.09,1.11,0.002769,302.23,204.89,1.44,0.007026,287.97
August,3,9:30,110.32,0.64,0.005779,305.92,216.68,1.31,0.006058,319.27,510.73,3.27,0.006393,318.69,263.15,3.91,0.014876,302.99
August,3,10:00,142.35,0.73,0.005105,307.87,282.9,2.03,0.007168,327.31,638.76,6.61,0.010354,324.77,312.51,4.23,0.013528,311.06
August,3,10:30,152.37,0.83,0.005477,305.84,323.15,5.91,0.018289,336.84,678.39,9.61,0.014168,331.68,360.53,7.94,0.022013,315.31
August,3,11:00,157.5,0.69,0.004411,308.96,351.32,4.23,0.012045,339.47,737.58,7.5,0.01017,337.38,394.14,5.92,0.015009,319.31
August,3,11:30,163.36,0.69,0.004203,312.39,374.41,4.78,0.012779,340.12,766.63,8.19,0.010688,339.52,416.35,5.93,0.01424,320.93
August,3,12:00,161.75,0.87,0.005399,310.08,406.46,3.92,0.009652,338.38,814.32,10.0,0.012279,342.56,437.05,5.76,0.013188,321.64
August,3,12:30,164.8,1.07,0.006499,309.42,415.36,5.38,0.012951,341.43,821.02,11.49,0.01399,343.06,431.85,7.46,0.017278,321.21
August,3,13:00,163.76,1.18,0.007185,310.1,432.68,4.45,0.010289,342.93,806.66,8.54,0.01059,344.82,442.05,6.63,0.015001,321.95
August,3,13:30,162.7,1.17,0.00721,311.95,444.77,6.14,0.013804,341.61,801.57,9.46,0.011803,348.24,443.19,5.38,0.012132,321.3
August,3,14:00,163.03,1.27,0.007778,313.5,472.39,7.36,0.015587,340.39,817.98,11.01,0.013464,349.18,462.59,6.82,0.014736,319.95
August,3,14:30,168.79,1.79,0.010593,314.17,467.45,8.12,0.017373,341.27,831.15,16.73,0.020127,348.53,464.96,9.17,0.01973,322.29
August,3,15:00,167.09,1.65,0.009891,314.36,467.31,6.19,0.013241,343.36,853.17,10.5,0.01231,348.06,464.2,9.47,0.020398,324.11
August,3,15:30,168.86,1.34,0.007952,315.63,468.2,3.89,0.008301,341.21,831.5,6.61,0.007945,351.07,457.57,6.04,0.013198,323.98
August,3,16:00,166.98,1.07,0.006384,317.76,474.28,2.83,0.005957,341.56,840.05,4.42,0.005266,349.14,462.95,3.8,0.008203,327.5
August,3,16:30,157.43,1.01,0.006416,312.26,463.68,3.43,0.007406,345.25,792.21,2.74,0.003453,348.47,455.19,3.96,0.008694,328.81
August,3,17:00,138.29,1.02,0.007393,314.91,429.55,2.61,0.006084,345.04,760.73,3.49,0.004581,347.87,428.93,2.72,0.006336,329.39
August,3,17:30,133.66,0.96,0.007148,312.26,409.41,2.4,0.005865,344.34,692.37,3.43,0.004954,349.99,410.81,2.96,0.0072,327.18
August,3,18:00,108.7,0.82,0.007506,310.68,371.7,2.33,0.006264,345.26,630.72,4.91,0.007786,348.48,368.59,2.15,0.005821,328.46
August,3,18:30,97.12,0.84,0.008604,315.82,349.57,2.76,0.00791,343.52,584.04,4.41,0.007546,349.43,320.27,1.96,0.006119,327.91
August,3,19:00,73.69,0.53,0.007189,315.14,309.52,2.74,0.008849,343.97,517.64,3.51,0.006779,349.6,296.13,1.68,0.005665,323.62
August,3,19:30,55.19,0.6,0.010938,315.83,285.4,2.24,0.007849,338.15,445.05,3.5,0.007864,349.42,272.85,3.49,0.012793,325.79
August,3,20:00,41.72,0.52,0.012528,314.17,258.66,3.05,0.011787,338.39,403.07,3.96,0.009829,348.37,239.88,3.83,0.015957,324.41
August,3,20:30,33.47,0.56,0.016855,314.96,213.99,2.2,0.010277,333.79,345.32,1.61,0.004651,343.85,206.25,2.46,0.011935,321.43
August,3,21:00,25.98,0.43,0.016405,318.97,163.91,1.59,0.009697,332.97,279.26,0.65,0.00233,341.63,172.44,2.83,0.016409,323.86
August,3,21:30,19.3,0.31,0.016141,313.36,146.08,1.08,0.007362,330.25,252.98,0.46,0.001808,341.6,138.37,1.54,0.011097,327.45
August,3,22:00,16.22,0.09,0.005279,315.85,119.76,0.85,0.007139,324.03,194.65,0.44,0.002278,333.27,114.77,1.04,0.009074,327.8
August,3,22:30,11.01,1.37,0.124332,316.11,93.54,0.63,0.006737,318.24,151.24,0.37,0.002444,329.22,92.97,0.46,0.004974,324.81
August,3,23:00,10.68,0.7,0.06525,311.15,75.22,0.53,0.007017,309.75,110.94,0.23,0.00206,323.67,75.73,0.4,0.005252,325.81
August,3,23:30,7.58,0.03,0.003811,295.89,58.21,0.36,0.00616,307.49,88.85,0.19,0.002157,329.25,57.68,0.33,0.005766,323.22
August,4,0:00,4.48,0.0,0.000376,430.98,30.96,0.18,0.005799,314.33,74.1,0.28,0.003831,329.83,47.22,0.39,0.008208,321.78
August,4,0:30,3.91,0.02,0.006029,362.27,25.65,0.2,0.007609,297.39,54.82,0.14,0.002587,336.79,34.98,0.15,0.004231,332.7
August,4,1:00,2.08,0.0,0.0,352.51,13.47,0.08,0.005804,307.09,41.41,0.09,0.002244,330.43,28.98,0.12,0.004007,342.08
August,4,1:30,1.89,0.03,0.017647,333.18,7.62,0.09,0.011973,329.27,28.24,0.1,0.003682,319.67,19.08,0.22,0.011603,348.23
August,4,2:00,1.81,0.06,0.032719,419.9,7.19,0.05,0.006706,327.56,20.01,0.4,0.019776,312.31,14.51,0.31,0.021441,335.34
August,4,2:30,1.8,0.02,0.008835,337.87,4.85,0.02,0.004116,339.1,19.55,0.13,0.006633,301.95,10.13,0.06,0.006146,314.02
August,4,3:00,1.18,0.01,0.012508,318.57,5.0,0.02,0.003274,337.3,13.17,0.34,0.025435,286.3,2.37,0.0,0.0,359.85
August,4,3:30,1.15,0.04,0.035294,388.63,4.94,0.02,0.004998,265.28,12.87,0.17,0.013348,312.04,1.02,0.01,0.005665,330.08
August,4,4:00,1.93,0.14,0.070001,348.73,3.32,0.01,0.002263,314.66,9.64,0.19,0.019995,300.57,1.01,0.01,0.006728,287.95
August,4,4:30,2.68,0.08,0.030318,345.35,3.39,0.02,0.004492,274.08,11.09,0.34,0.031082,294.76,1.0,0.01,0.008236,281.0
August,4,5:00,3.6,0.09,0.025134,304.39,2.99,0.01,0.004432,349.41,11.48,0.3,0.025822,292.19,0.96,0.01,0.006698,262.74
August,4,5:30,4.6,0.17,0.035948,353.6,3.95,0.03,0.008824,343.91,14.66,0.41,0.028115,289.69,1.08,0.01,0.007436,275.92
August,4,6:00,5.44,0.21,0.038863,361.98,4.65,0.0,0.0,287.35,27.71,0.2,0.007214,256.19,13.42,0.08,0.005657,244.35
August,4,6:30,7.48,0.7,0.093087,299.9,10.51,2.39,0.227895,440.13,46.51,0.63,0.013491,256.99,21.83,0.52,0.023672,267.76
August,4,7:00,12.16,0.41,0.033554,279.13,29.34,0.13,0.004461,269.39,86.65,0.47,0.005463,265.63,39.84,0.26,0.006443,274.09
August,4,7:30,19.1,0.39,0.020619,307.07,43.77,1.05,0.023907,287.18,142.24,1.04,0.007325,265.5,68.89,0.39,0.005718,280.78
August,4,8:00,48.33,0.41,0.008449,294.84,89.1,0.98,0.011014,284.39,255.42,1.18,0.004628,287.01,125.89,0.87,0.00691,282.29
August,4,8:30,78.54,0.79,0.010091,300.05,145.1,1.57,0.010849,295.77,378.24,0.98,0.00259,302.64,184.84,1.25,0.006744,288.97
August,4,9:00,109.44,0.95,0.008645,313.73,201.31,1.19,0.00593,305.54,548.54,1.55,0.002825,312.72,262.78,1.59,0.006069,291.71
August,4,9:30,141.41,0.94,0.00663,318.2,255.46,1.91,0.007492,321.83,706.73,3.73,0.005274,323.06,329.29,2.71,0.008224,308.58
August,4,10:00,166.7,0.99,0.00591,318.26,310.44,2.23,0.007198,326.83,796.53,3.91,0.004914,326.32,402.72,3.8,0.009436,311.54
August,4,10:30,186.53,0.96,0.005142,318.43,349.51,6.19,0.017724,332.57,896.96,8.06,0.008986,334.23,443.27,7.13,0.016081,315.97
August,4,11:00,196.82,1.15,0.00582,320.6,391.18,3.67,0.009382,333.92,958.39,7.88,0.008227,337.96,474.7,5.14,0.010819,320.54
August,4,11:30,207.69,1.15,0.005524,321.99,421.68,3.56,0.008444,336.81,1004.41,6.1,0.006073,341.32,517.39,5.56,0.010743,320.1
August,4,12:00,209.6,1.09,0.005209,319.94,443.72,3.01,0.006793,342.58,1001.02,6.14,0.006138,343.87,526.44,5.35,0.010157,321.18
August,4,12:30,206.97,1.71,0.008238,319.74,464.66,4.45,0.009587,342.07,1000.14,11.0,0.011002,345.66,532.85,7.69,0.014424,322.43
August,4,13:00,209.45,1.37,0.006523,320.31,491.43,4.42,0.008986,340.62,1003.35,8.47,0.008444,346.55,549.12,6.57,0.011958,323.2
August,4,13:30,202.72,1.33,0.006574,324.21,492.76,5.11,0.010363,340.36,999.84,8.52,0.008517,346.79,519.57,10.07,0.019388,325.5
August,4,14:00,220.12,1.47,0.006692,321.82,521.66,5.05,0.00969,339.03,1026.11,7.08,0.006904,348.2,556.42,9.82,0.01765,325.92
August,4,14:30,220.03,1.47,0.006696,322.04,529.25,3.58,0.006771,342.82,1027.74,7.3,0.007106,350.38,527.57,6.84,0.012967,325.72
August,4,15:00,215.47,1.39,0.006433,323.2,529.1,3.27,0.006187,339.24,1023.72,5.32,0.005195,351.41,531.66,5.26,0.009892,327.02
August,4,15:30,213.23,1.49,0.006998,321.95,519.19,3.12,0.006018,341.48,1007.32,5.55,0.005507,351.56,532.27,6.07,0.011404,325.21
August,4,16:00,227.1,1.79,0.007882,325.81,517.45,3.18,0.006154,343.61,975.34,2.64,0.002711,352.16,544.91,3.88,0.007126,325.58
August,4,16:30,208.32,1.26,0.006059,326.84,501.81,2.8,0.005575,342.83,965.01,3.07,0.003182,349.59,519.25,4.57,0.00881,327.25
August,4,17:00,190.25,1.21,0.006375,323.52,471.58,3.04,0.006438,344.18,937.19,3.98,0.004242,351.5,469.1,2.48,0.005278,327.66
