Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,2,1:30,6.22,0.17,0.027778,366.94,13.19,0.21,0.015878,317.61,37.09,0.19,0.005211,277.51,22.6,0.08,0.003544,372.02
August,2,2:00,4.09,0.0,0.0,256.82,9.1,0.0,0.0,365.13,27.27,0.59,0.021539,310.1,17.88,0.23,0.01285,339.88
August,2,2:30,3.4,0.0,0.0,378.97,5.8,0.0,0.0,382.11,19.48,0.43,0.021828,328.32,11.98,0.89,0.074078,399.33
August,2,3:00,3.72,0.0,0.0,309.51,8.73,0.0,0.0,446.17,18.9,1.06,0.056328,331.21,4.35,0.24,0.055556,388.36
August,2,3:30,3.72,0.0,0.0,424.81,4.55,0.0,0.0,311.93,12.49,0.0,0.0,403.49,0.91,0.04,0.043981,277.79
August,2,4:00,3.52,0.0,0.0,346.35,4.21,0.0,0.0,359.71,13.74,0.0,0.0,429.88,0.65,0.02,0.032407,255.3
August,2,4:30,3.58,0.0,0.0,298.71,4.33,0.0,0.0,353.15,9.64,0.0,0.0,411.9,0.29,0.01,0.024306,283.47
August,2,5:00,4.31,0.0,0.0,273.73,4.64,0.0,0.0,480.08,14.52,0.0,0.0,358.79,1.02,0.02,0.016204,313.72
August,2,5:30,4.9,0.0,0.0,303.81,5.04,0.09,0.018517,301.56,14.15,0.0,0.0,270.89,0.8,0.01,0.015046,280.27
August,2,6:00,7.0,0.0,0.0,297.27,6.79,0.06,0.009258,367.44,24.84,0.11,0.004272,264.31,7.86,0.28,0.036111,246.63
August,2,6:30,4.76,0.0,0.0,291.33,7.67,0.0,0.0,340.44,35.62,1.08,0.030311,248.57,15.55,0.27,0.017194,273.19
August,2,7:00,10.21,0.0,0.0,274.54,12.81,0.0,0.0,288.84,60.77,1.04,0.017056,273.95,25.17,0.0,0.0,286.56
August,2,7:30,13.46,0.37,0.027778,359.57,18.43,0.56,0.030244,282.05,98.17,1.94,0.019715,256.38,45.19,0.52,0.011417,283.41
August,2,8:00,24.93,0.3,0.011994,244.24,35.03,0.13,0.003706,276.68,148.28,1.75,0.011786,269.3,66.3,0.84,0.012661,284.81
August,2,8:30,31.24,0.1,0.003089,285.64,50.24,0.29,0.0057,297.37,210.05,2.34,0.011117,277.18,91.39,0.18,0.001989,296.68
August,2,9:00,41.47,0.0,0.0,276.53,117.9,0.54,0.00455,294.9,271.65,2.18,0.008016,290.46,130.61,1.48,0.011294,298.0
August,2,9:30,50.69,0.2,0.003967,296.24,146.04,0.0,0.0,307.85,325.37,1.95,0.006003,284.96,152.7,0.71,0.004647,271.36
August,2,10:00,52.03,0.0,0.0,295.97,184.89,0.69,0.003717,296.79,398.16,1.89,0.004757,289.16,181.94,2.47,0.013572,284.97
August,2,10:30,75.37,0.0,0.0,267.83,207.37,2.02,0.00975,312.52,455.07,1.0,0.002199,296.89,223.0,8.26,0.037031,299.93
August,2,11:00,66.11,0.31,0.004633,288.33,226.58,1.55,0.006839,307.36,488.35,1.02,0.002081,307.6,238.6,3.52,0.014733,288.51
August,2,11:30,72.69,0.19,0.002644,295.94,268.35,2.93,0.010917,303.61,547.45,2.15,0.003918,308.83,258.47,2.55,0.009869,293.25
August,2,12:00,113.42,0.76,0.006733,287.25,293.44,2.27,0.007739,300.66,592.17,0.95,0.0016,305.07,284.48,1.8,0.006344,289.55
August,2,12:30,129.53,1.99,0.015356,296.22,335.47,5.84,0.017422,303.21,594.84,2.52,0.004239,304.96,287.27,1.62,0.005642,288.21
August,2,13:00,164.12,4.24,0.025844,306.27,378.87,3.18,0.008389,292.09,622.04,5.09,0.008189,320.96,283.93,3.38,0.0119,296.54
August,2,13:30,171.92,1.72,0.009994,283.74,387.91,3.91,0.010078,295.54,625.67,9.02,0.014417,316.8,309.3,3.02,0.009772,304.71
August,2,14:00,178.07,1.12,0.006294,299.78,425.64,4.0,0.009389,306.96,630.59,3.45,0.005467,322.43,299.34,1.86,0.006222,298.86
August,2,14:30,181.44,3.67,0.020233,295.13,405.45,2.43,0.005983,304.93,616.34,1.24,0.002006,313.37,312.25,3.45,0.011033,294.78
August,2,15:00,169.9,2.1,0.012389,297.85,433.07,0.56,0.001283,308.37,626.89,0.72,0.001144,317.4,289.26,0.95,0.003278,301.69
August,2,15:30,179.23,3.98,0.022217,286.27,452.85,2.75,0.006083,307.22,604.54,1.3,0.002144,320.35,311.84,5.67,0.018194,297.96
August,2,16:00,174.64,0.57,0.003279,292.74,433.21,1.74,0.004017,299.4,598.62,1.48,0.002467,317.41,284.01,1.64,0.005772,308.88
August,2,16:30,166.63,0.65,0.00388,281.36,420.17,1.9,0.004528,294.63,584.91,2.79,0.004778,323.5,290.55,4.02,0.013828,304.59
August,2,17:00,149.26,1.21,0.008098,290.74,407.03,2.6,0.006378,309.09,545.02,0.92,0.001683,324.34,271.67,0.96,0.003533,304.21
August,2,17:30,137.35,1.16,0.008449,275.36,380.08,2.49,0.006544,312.11,512.26,0.42,0.000822,313.33,260.57,0.99,0.003789,303.34
August,2,18:00,102.76,0.56,0.005456,301.58,351.11,2.23,0.006356,304.83,459.23,0.36,0.000789,319.16,244.67,1.45,0.005944,300.36
August,2,18:30,89.39,1.1,0.012289,276.76,309.01,3.19,0.010311,305.1,431.93,1.19,0.002744,315.85,229.42,1.24,0.0054,300.32
August,2,19:00,72.28,0.3,0.004089,281.54,277.99,2.95,0.010628,288.75,395.45,0.66,0.001667,321.62,208.32,0.6,0.002878,296.4
August,2,19:30,68.78,0.8,0.011567,275.71,259.89,1.49,0.005728,310.8,353.27,1.32,0.003744,320.46,210.35,1.12,0.005339,312.9
August,2,20:00,62.61,1.33,0.021239,288.73,234.23,0.73,0.003111,305.08,329.48,0.95,0.002894,315.17,190.13,2.88,0.01515,317.94
August,2,20:30,51.68,1.45,0.028089,294.71,201.88,0.72,0.003589,294.92,306.04,1.38,0.004511,317.25,169.57,0.79,0.004644,300.51
August,2,21:00,43.78,1.96,0.0448,279.33,185.62,0.6,0.003228,301.91,266.98,0.27,0.001017,312.1,134.46,1.39,0.010322,306.06
August,2,21:30,33.45,0.31,0.009256,333.18,158.27,1.23,0.007767,303.15,230.8,0.96,0.004144,305.61,122.21,0.07,0.000556,312.7
August,2,22:00,31.6,0.42,0.013228,272.14,142.28,0.56,0.003928,303.08,200.11,0.27,0.001339,314.27,113.92,1.6,0.014061,309.29
August,2,22:30,29.31,4.13,0.140978,268.95,120.05,1.56,0.013,291.37,175.11,1.46,0.008339,305.62,94.33,0.74,0.007844,306.69
August,2,23:00,18.05,1.4,0.077311,358.18,101.31,0.33,0.003294,260.55,140.69,0.39,0.002789,308.98,75.2,0.34,0.004456,305.96
August,2,23:30,15.39,0.62,0.04035,286.3,88.84,0.18,0.001983,279.76,114.1,0.44,0.003861,308.88,72.28,0.67,0.009278,315.76
August,3,0:00,2.76,0.0,0.0,429.3,17.46,0.77,0.043967,376.45,38.99,0.29,0.007411,313.41,28.72,0.17,0.005794,303.56
August,3,0:30,1.67,0.0,0.0,325.25,13.83,0.0,0.0,318.65,30.23,0.04,0.001206,305.82,21.27,0.1,0.004633,327.62
August,3,1:00,1.47,0.0,0.0,363.9,7.56,0.0,0.0,363.88,23.48,0.19,0.007922,306.92,13.97,0.0,0.0,355.62
August,3,1:30,0.71,0.0,0.0,378.65,4.61,0.0,0.0,428.13,16.11,0.24,0.015017,327.95,12.56,0.16,0.012467,362.62
August,3,2:00,1.22,0.0,0.0,490.25,4.27,0.0,0.0,271.58,10.37,0.26,0.0248,294.89,7.33,0.26,0.035793,327.16
August,3,2:30,1.1,0.0,0.0,446.19,3.82,0.0,0.0,380.45,9.73,0.51,0.05255,342.53,7.16,0.27,0.037319,341.66
August,3,3:00,0.68,0.01,0.009259,353.87,2.48,0.07,0.027778,340.66,8.11,0.41,0.049922,319.8,4.79,0.24,0.049173,408.2
August,3,3:30,0.88,0.02,0.018519,339.34,1.93,0.0,0.0,379.32,6.68,0.0,0.0,311.7,3.98,0.17,0.042899,278.21
August,3,4:00,0.9,0.03,0.027778,333.77,2.0,0.03,0.013889,291.19,6.99,0.03,0.004628,310.03,3.9,0.25,0.06365,290.11
August,3,4:30,1.09,0.04,0.037037,330.45,1.81,0.0,0.0,299.64,5.84,0.0,0.0,303.56,5.16,0.36,0.069902,216.12
August,3,5:00,1.03,0.05,0.046296,344.41,1.61,0.0,0.0,333.58,7.55,0.04,0.005556,367.63,4.48,0.14,0.030161,318.65
August,3,5:30,1.16,0.06,0.055556,323.42,3.28,0.0,0.0,341.64,10.16,0.31,0.030867,274.9,4.15,0.07,0.016487,299.04
August,3,6:00,1.41,0.0,0.0,263.59,2.78,0.02,0.005556,258.32,16.43,0.0,0.0,277.57,10.93,0.13,0.011797,232.92
August,3,6:30,1.91,0.24,0.123144,254.02,5.47,1.26,0.229906,396.86,29.19,0.3,0.01035,287.14,18.01,0.26,0.014201,259.79
August,3,7:00,4.87,0.03,0.006944,230.1,19.94,0.14,0.00715,271.51,53.01,0.0,0.0,248.38,30.11,0.13,0.004316,266.14
August,3,7:30,8.81,0.15,0.017267,316.44,32.47,0.88,0.026956,276.52,86.78,0.47,0.005428,249.55,48.08,0.42,0.008781,269.64
August,3,8:00,28.49,0.22,0.007722,281.75,65.94,0.38,0.00575,275.06,174.57,0.36,0.002089,284.9,95.91,0.28,0.002879,269.06
August,3,8:30,50.59,0.8,0.0158,310.63,103.88,1.33,0.012772,296.9,273.56,0.37,0.001344,295.44,145.74,1.49,0.010222,282.11
August,3,9:00,82.55,0.43,0.005167,305.28,170.07,0.16,0.000933,301.11,385.13,0.87,0.002256,307.88,237.3,0.98,0.004144,288.87
August,3,9:30,109.64,0.66,0.006044,317.4,214.58,0.82,0.003806,320.4,501.43,5.17,0.010311,323.09,293.15,5.54,0.018889,302.27
August,3,10:00,132.22,0.5,0.0038,319.03,278.53,1.48,0.005311,324.67,594.55,5.72,0.009622,324.97,355.54,4.98,0.014011,309.84
August,3,10:30,145.44,0.73,0.005039,307.9,309.59,6.44,0.020817,339.83,657.31,9.43,0.014339,334.21,399.43,9.99,0.025011,316.79
August,3,11:00,150.88,0.22,0.001486,313.52,343.24,2.95,0.008583,342.26,714.42,4.64,0.0065,341.06,423.96,5.71,0.013478,318.62
August,3,11:30,157.05,0.12,0.000791,326.52,364.23,5.13,0.014072,341.89,733.82,8.27,0.011272,345.81,445.51,6.78,0.015211,321.45
August,3,12:00,155.55,0.74,0.004778,318.8,395.19,2.33,0.005894,337.62,759.69,9.29,0.012228,344.91,479.64,7.82,0.016306,322.71
August,3,12:30,160.73,0.46,0.002849,314.0,406.08,7.12,0.017544,346.15,755.84,11.56,0.0153,345.61,475.06,10.38,0.021856,321.28
August,3,13:00,159.45,0.82,0.005137,316.28,423.13,3.27,0.007733,344.68,743.11,4.48,0.006028,350.28,480.1,6.46,0.01345,323.19
August,3,13:30,156.84,0.82,0.005219,320.37,433.06,8.07,0.018628,341.44,745.29,11.01,0.014772,357.34,480.69,6.88,0.014311,321.58
August,3,14:00,157.98,1.12,0.007112,323.95,455.01,6.94,0.015244,337.36,761.93,9.8,0.012867,358.37,502.59,8.81,0.017528,317.09
August,3,14:30,165.37,2.73,0.016488,326.21,449.95,9.37,0.020828,339.13,763.55,23.68,0.031017,354.19,509.4,16.51,0.032411,325.97
August,3,15:00,159.6,1.67,0.010453,320.95,452.62,5.27,0.01165,345.85,773.78,10.61,0.013717,352.43,507.92,8.15,0.016044,324.58
August,3,15:30,165.06,1.27,0.007693,325.19,452.19,1.71,0.003783,338.67,757.8,3.38,0.004456,358.02,497.43,6.61,0.013283,327.3
August,3,16:00,157.52,0.39,0.002467,335.12,455.12,1.49,0.003267,341.0,766.39,1.95,0.002544,354.98,507.75,2.42,0.004767,334.3
August,3,16:30,154.78,0.4,0.002573,319.37,445.29,3.48,0.007811,354.13,733.04,2.46,0.003361,355.61,495.89,4.17,0.008406,336.24
August,3,17:00,135.83,0.79,0.00583,328.2,420.06,1.68,0.004008,346.06,698.46,3.01,0.004306,350.73,468.92,2.24,0.004772,338.18
August,3,17:30,126.21,0.63,0.005013,319.39,397.08,1.18,0.00296,348.63,641.98,3.31,0.00515,358.21,439.45,4.39,0.009994,331.27
August,3,18:00,103.58,0.64,0.006206,314.09,358.89,1.92,0.005346,350.2,598.52,6.85,0.011444,354.91,400.31,1.57,0.003922,335.97
August,3,18:30,94.8,0.94,0.009867,330.66,340.05,3.35,0.00986,344.43,530.05,2.4,0.004522,353.02,351.17,0.92,0.002622,334.12
August,3,19:00,65.45,0.34,0.005149,325.13,298.33,2.72,0.009129,352.36,461.02,3.43,0.007433,360.82,323.21,2.32,0.007172,319.4
August,3,19:30,51.98,0.89,0.017065,331.97,278.52,1.82,0.006548,331.27,418.31,5.09,0.012178,358.23,298.54,6.56,0.021972,331.5
August,3,20:00,38.81,0.45,0.011692,319.91,253.38,4.45,0.017556,337.52,367.82,3.69,0.010044,358.18,257.71,5.26,0.020428,321.02
August,3,20:30,31.33,0.79,0.025349,322.93,203.12,1.84,0.009083,324.72,307.75,0.87,0.002828,348.67,217.82,2.46,0.011306,320.06
August,3,21:00,23.65,0.6,0.025183,332.66,165.87,1.59,0.009572,326.88,256.18,0.55,0.00215,347.48,183.34,4.71,0.025689,327.54
August,3,21:30,17.69,0.47,0.026567,314.64,144.49,0.72,0.004994,338.65,223.19,0.28,0.001267,345.94,147.85,1.17,0.007889,332.0
August,3,22:00,14.59,0.0,0.0,322.25,113.39,0.49,0.004322,321.51,173.45,0.39,0.00225,335.18,123.41,0.69,0.005578,330.81
August,3,22:30,9.42,1.35,0.143439,314.21,89.19,0.39,0.004372,313.62,136.36,0.32,0.002333,329.13,104.04,0.47,0.004489,321.42
August,3,23:00,9.39,0.31,0.033539,323.82,71.94,0.38,0.005306,301.09,105.2,0.11,0.001056,315.88,83.46,0.56,0.006722,332.01
August,3,23:30,6.66,0.0,0.0,313.69,56.11,0.15,0.002689,291.87,78.7,0.11,0.001378,333.74,60.35,0.45,0.007378,316.12
August,4,0:00,5.33,0.0,0.0,485.38,43.21,0.0,0.0,312.71,92.54,0.25,0.002747,326.7,54.57,0.67,0.012359,315.82
August,4,0:30,4.32,0.0,0.0,278.11,31.53,0.19,0.005882,307.05,64.79,0.0,0.0,347.6,38.61,0.0,0.0,338.01
August,4,1:00,2.36,0.0,0.0,364.32,16.04,0.08,0.0049,327.08,48.21,0.0,0.0,353.22,31.75,0.0,0.0,361.3
August,4,1:30,2.12,0.12,0.058824,286.76,9.8,0.0,0.0,369.7,33.05,0.31,0.009335,298.47,20.9,0.37,0.017635,354.9
August,4,2:00,1.96,0.06,0.029412,398.47,7.35,0.06,0.008406,328.83,23.69,0.16,0.006735,296.53,14.81,0.6,0.040235,326.88
August,4,2:30,1.86,0.0,0.0,225.69,6.0,0.0,0.0,364.02,22.66,0.05,0.002353,268.9,10.63,0.0,0.0,305.73
August,4,3:00,1.42,0.0,0.0,410.51,4.99,0.0,0.0,353.0,15.61,0.55,0.0353,270.9,2.49,0.0,0.0,389.38
August,4,3:30,1.42,0.17,0.117647,415.07,4.86,0.0,0.0,211.79,15.09,0.13,0.008406,301.71,0.43,0.0,0.0,341.95
August,4,4:00,2.19,0.19,0.088235,439.76,3.45,0.0,0.0,254.45,11.32,0.14,0.0127,320.6,0.28,0.0,0.0,323.53
August,4,4:30,3.18,0.19,0.058824,415.83,3.69,0.0,0.0,223.05,12.51,0.07,0.005882,283.7,0.35,0.0,0.0,285.18
August,4,5:00,4.04,0.12,0.029412,441.79,2.88,0.0,0.0,322.21,13.42,0.13,0.009806,288.86,0.2,0.0,0.0,281.15
August,4,5:30,5.7,0.0,0.0,472.2,3.94,0.12,0.029412,299.97,17.42,0.33,0.018829,322.29,0.64,0.0,0.0,277.2
August,4,6:00,6.18,0.0,0.0,315.01,5.45,0.0,0.0,293.69,34.38,0.54,0.015853,243.56,15.07,0.0,0.0,223.71
August,4,6:30,9.05,0.88,0.097694,263.64,10.02,2.15,0.214394,310.94,56.45,1.04,0.018376,242.3,23.84,0.49,0.020594,243.38
August,4,7:00,14.08,0.36,0.025518,262.73,31.9,0.47,0.014871,259.76,103.28,0.36,0.003506,260.88,45.07,0.14,0.003182,278.22
August,4,7:30,21.38,0.53,0.024853,334.37,47.62,0.91,0.019018,294.44,164.23,1.8,0.010976,268.29,78.49,0.15,0.001859,276.12
August,4,8:00,53.06,0.4,0.007476,270.24,101.06,0.82,0.008071,275.69,305.53,1.04,0.003406,292.77,134.3,0.58,0.004318,278.08
August,4,8:30,84.59,1.37,0.016247,298.89,167.23,1.48,0.008871,302.22,437.51,0.51,0.001165,304.83,204.78,0.23,0.001141,291.35
August,4,9:00,124.22,1.33,0.010724,323.41,232.67,0.49,0.002124,297.96,646.2,1.32,0.002038,312.19,297.04,0.08,0.000265,292.96
August,4,9:30,161.62,1.29,0.007976,323.56,300.41,2.42,0.008065,324.11,808.25,4.31,0.005328,322.38,369.96,2.07,0.005606,302.98
August,4,10:00,189.14,1.05,0.005576,317.02,369.04,1.61,0.004359,316.35,943.78,3.49,0.003701,325.88,448.54,2.71,0.006053,307.04
August,4,10:30,209.0,0.63,0.003018,314.8,411.41,6.09,0.014806,330.21,1048.39,12.52,0.011945,336.48,489.14,9.33,0.019065,306.04
August,4,11:00,222.8,1.18,0.005276,322.24,459.27,2.22,0.004835,333.3,1129.43,5.83,0.005165,339.15,523.98,5.79,0.011053,322.66
August,4,11:30,235.8,1.01,0.004288,326.88,495.09,4.0,0.008082,334.9,1179.82,5.77,0.004894,342.51,566.24,5.5,0.009712,318.52
August,4,12:00,238.9,0.77,0.003241,320.06,509.28,1.42,0.002788,344.85,1175.96,8.86,0.007535,343.05,581.78,3.63,0.006247,317.63
August,4,12:30,235.92,1.83,0.007741,318.3,530.88,5.4,0.010165,344.74,1174.79,19.6,0.016682,346.2,587.24,10.43,0.017765,323.46
August,4,13:00,238.16,0.48,0.002024,320.23,557.94,3.61,0.006465,342.53,1180.95,4.79,0.004059,344.91,595.67,9.55,0.016035,319.46
August,4,13:30,231.25,0.51,0.002194,329.59,557.54,6.31,0.011324,341.64,1174.75,12.07,0.010271,345.13,569.82,12.93,0.022688,328.85
August,4,14:00,248.98,0.64,0.002588,321.62,600.0,3.96,0.006594,334.54,1208.98,5.7,0.004718,348.34,604.32,8.91,0.014741,323.34
August,4,14:30,249.09,0.65,0.0026,322.34,615.33,2.73,0.004429,347.18,1208.36,8.04,0.006653,353.65,581.48,8.54,0.014694,326.4
August,4,15:00,244.78,0.42,0.001724,326.21,615.89,1.99,0.003229,335.06,1201.8,5.65,0.0047,353.75,584.9,4.21,0.007194,326.1
August,4,15:30,243.26,0.88,0.003606,322.06,593.32,2.26,0.003806,343.88,1187.26,3.18,0.002676,354.2,584.03,7.29,0.012482,321.89
August,4,16:00,256.58,1.68,0.006553,331.64,590.64,1.84,0.003118,349.63,1150.97,2.08,0.001806,354.77,593.38,2.6,0.004376,325.55
August,4,16:30,237.38,0.11,0.000476,337.9,569.41,1.44,0.002529,347.19,1142.12,3.76,0.003294,350.09,571.07,3.19,0.005588,328.29
August,4,17:00,212.59,0.33,0.001529,326.83,538.34,2.91,0.005406,351.37,1091.9,5.22,0.004776,355.37,515.98,1.68,0.003253,329.73
August,4,17:30,177.9,0.12,0.000659,318.54,515.64,2.95,0.005718,352.32,1028.87,4.25,0.004135,351.45,492.6,3.76,0.007629,328.84
